state,state_fips,quarter_label,bartik_delta,weight_sum,n_supersectors
ID,16,2010Q4,0.006340408548054822,0.9999999999999999,12.0
ID,16,2011Q1,0.005733228590903158,0.9999999999999999,12.0
ID,16,2011Q2,0.006268404141482512,0.9999999999999999,12.0
ID,16,2011Q3,0.006065439053152543,0.9999999999999999,12.0
ID,16,2011Q4,0.006313662147927595,0.9999999999999999,12.0
ID,16,2012Q1,0.005612154804956106,0.9999999999999999,12.0
ID,16,2012Q2,0.0061160877217394305,0.9999999999999999,12.0
ID,16,2012Q3,0.006261660483576895,0.9999999999999999,12.0
ID,16,2012Q4,0.006062094818281397,0.9999999999999999,12.0
ID,16,2013Q1,0.005807433491345936,0.9999999999999999,12.0
ID,16,2013Q2,0.006215557368481717,0.9999999999999999,12.0
ID,16,2013Q3,0.006088273428008467,0.9999999999999999,12.0
ID,16,2013Q4,0.006020466284843163,0.9999999999999999,12.0
ID,16,2014Q1,0.0057197843265846945,0.9999999999999999,12.0
ID,16,2014Q2,0.006330007099399119,0.9999999999999999,12.0
ID,16,2014Q3,0.006256802338450646,0.9999999999999999,12.0
ID,16,2014Q4,0.0062813116937816835,0.9999999999999999,12.0
ID,16,2015Q1,0.006163447617076612,0.9999999999999999,12.0
ID,16,2015Q2,0.006518617261962597,0.9999999999999999,12.0
ID,16,2015Q3,0.006274583949664483,0.9999999999999999,12.0
ID,16,2015Q4,0.00654330542966466,0.9999999999999999,12.0
ID,16,2016Q1,0.005971661281321285,0.9999999999999999,12.0
ID,16,2016Q2,0.006390891391477002,0.9999999999999999,12.0
ID,16,2016Q3,0.006627780841244603,0.9999999999999999,12.0
ID,16,2016Q4,0.006417944841328731,0.9999999999999999,12.0
ID,16,2017Q1,0.0058982629520520835,0.9999999999999999,12.0
ID,16,2017Q2,0.006681940427534371,0.9999999999999999,12.0
ID,16,2017Q3,0.006709185235258975,0.9999999999999999,12.0
ID,16,2017Q4,0.006421872763860269,0.9999999999999999,12.0
ID,16,2018Q1,0.0059114236775479004,0.9999999999999999,12.0
ID,16,2018Q2,0.006857729363386087,0.9999999999999999,12.0
ID,16,2018Q3,0.007005215248165859,0.9999999999999999,12.0
ID,16,2018Q4,0.006712231957022012,0.9999999999999999,12.0
ID,16,2019Q1,0.0062445687714880425,0.9999999999999999,12.0
ID,16,2019Q2,0.00714263764731337,0.9999999999999999,12.0
ID,16,2019Q3,0.00677794490455418,0.9999999999999999,12.0
ID,16,2019Q4,0.006990237049900417,0.9999999999999999,12.0
ID,16,2020Q1,0.006558713352509234,0.9999999999999999,12.0
ID,16,2020Q2,0.010071348358591647,0.9999999999999999,12.0
ID,16,2020Q3,0.006097678944853616,0.9999999999999999,12.0
ID,16,2020Q4,0.006060913905532816,0.9999999999999999,12.0
ID,16,2021Q1,0.005414515106689723,0.9999999999999999,12.0
ID,16,2021Q2,0.005822058428842859,0.9999999999999999,12.0
ID,16,2021Q3,0.006442539253712203,0.9999999999999999,12.0
ID,16,2021Q4,0.006797107145085702,0.9999999999999999,12.0
IL,17,1992Q3,0.008615655706198969,0.9999999999999999,12.0
IL,17,1992Q4,0.008342019626819429,0.9999999999999999,12.0
IL,17,1993Q1,0.009796994135113707,0.9999999999999999,12.0
IL,17,1993Q2,0.008302800078865639,0.9999999999999999,12.0
IL,17,1993Q3,0.0076625227581124025,0.9999999999999999,12.0
IL,17,1993Q4,0.008037026823041651,0.9999999999999999,12.0
IL,17,1994Q1,0.009200246322798564,0.9999999999999999,12.0
IL,17,1994Q2,0.00870430484207229,0.9999999999999999,12.0
IL,17,1994Q3,0.007668521487137603,0.9999999999999999,12.0
IL,17,1994Q4,0.008500141088344479,0.9999999999999999,12.0
IL,17,1995Q1,0.008590665075038882,0.9999999999999999,12.0
IL,17,1995Q2,0.008701329588056613,0.9999999999999999,12.0
IL,17,1995Q3,0.008703186963055066,0.9999999999999999,12.0
IL,17,1995Q4,0.00873402109237936,0.9999999999999999,12.0
IL,17,1996Q1,0.009574564449368054,0.9999999999999999,12.0
IL,17,1996Q2,0.008720305044127716,0.9999999999999999,12.0
IL,17,1996Q3,0.009236349325425311,0.9999999999999999,12.0
IL,17,1996Q4,0.008931669457702766,0.9999999999999999,12.0
IL,17,1997Q1,0.010008575732938695,0.9999999999999999,12.0
IL,17,1997Q2,0.009026708030951507,0.9999999999999999,12.0
IL,17,1997Q3,0.009162139987912035,0.9999999999999999,12.0
IL,17,1997Q4,0.010436695271380664,0.9999999999999999,12.0
IL,17,1998Q1,0.011151201060515837,0.9999999999999999,12.0
IL,17,1998Q2,0.010862079957382267,0.9999999999999999,12.0
IL,17,1998Q3,0.010065694809848324,0.9999999999999999,12.0
IL,17,1998Q4,0.009888360496767295,0.9999999999999999,12.0
IL,17,1999Q1,0.011939492370189025,0.9999999999999999,12.0
IL,17,1999Q2,0.010064310170964595,0.9999999999999999,12.0
IL,17,1999Q3,0.010253011402301272,0.9999999999999999,12.0
IL,17,1999Q4,0.009937467447815687,0.9999999999999999,12.0
IL,17,2000Q1,0.010618113790341019,0.9999999999999999,12.0
IL,17,2000Q2,0.00963245483061724,0.9999999999999999,12.0
IL,17,2000Q3,0.010591051615649215,0.9999999999999999,12.0
IL,17,2000Q4,0.010040666845297164,0.9999999999999999,12.0
IL,17,2001Q1,0.01218978378216873,0.9999999999999999,12.0
IL,17,2001Q2,0.011191936783883938,0.9999999999999999,12.0
IL,17,2001Q3,0.011131039369260395,0.9999999999999999,12.0
IL,17,2001Q4,0.010458156367112474,0.9999999999999999,12.0
IL,17,2002Q1,0.010304283956735655,0.9999999999999999,12.0
IL,17,2002Q2,0.010000820479363536,0.9999999999999999,12.0
IL,17,2002Q3,0.009403066334182156,0.9999999999999999,12.0
IL,17,2002Q4,0.009417967320724894,0.9999999999999999,12.0
IL,17,2003Q1,0.009584972616614453,0.9999999999999999,12.0
IL,17,2003Q2,0.008760581506526742,0.9999999999999999,12.0
IL,17,2003Q3,0.008195944717977409,0.9999999999999999,12.0
IL,17,2003Q4,0.00839877686125566,0.9999999999999999,12.0
IL,17,2004Q1,0.00872657074871129,0.9999999999999999,12.0
IL,17,2004Q2,0.00840285558539632,0.9999999999999999,12.0
IL,17,2004Q3,0.00877795826336393,0.9999999999999999,12.0
IL,17,2004Q4,0.008210953242171587,0.9999999999999999,12.0
IL,17,2005Q1,0.008018136507114077,0.9999999999999999,12.0
IL,17,2005Q2,0.007730718998797144,0.9999999999999999,12.0
IL,17,2005Q3,0.0081090611353546,0.9999999999999999,12.0
IL,17,2005Q4,0.007779603478172552,0.9999999999999999,12.0
IL,17,2006Q1,0.006970098861733144,0.9999999999999999,12.0
IL,17,2006Q2,0.00775064271505849,0.9999999999999999,12.0
IL,17,2006Q3,0.007669491033591499,0.9999999999999999,12.0
IL,17,2006Q4,0.007423091188440877,0.9999999999999999,12.0
IL,17,2007Q1,0.007159140563256261,0.9999999999999999,12.0
IL,17,2007Q2,0.00784004141783263,0.9999999999999999,12.0
IL,17,2007Q3,0.007709899871557685,0.9999999999999999,12.0
IL,17,2007Q4,0.007642865442789941,0.9999999999999999,12.0
IL,17,2008Q1,0.00757061466646885,0.9999999999999999,12.0
IL,17,2008Q2,0.008350983738260164,0.9999999999999999,12.0
IL,17,2008Q3,0.008030374151418667,0.9999999999999999,12.0
IL,17,2008Q4,0.008702761170609974,0.9999999999999999,12.0
IL,17,2009Q1,0.007880604583299476,0.9999999999999999,12.0
IL,17,2009Q2,0.007648895488390863,0.9999999999999999,12.0
IL,17,2009Q3,0.007235560721240054,0.9999999999999999,12.0
IL,17,2009Q4,0.006850620883127474,0.9999999999999999,12.0
IL,17,2010Q1,0.006253224803513043,0.9999999999999999,12.0
IL,17,2010Q2,0.006082492331202264,0.9999999999999999,12.0
IL,17,2010Q3,0.006405677260624523,0.9999999999999999,12.0
IL,17,2010Q4,0.0063986957334829,0.9999999999999999,12.0
IL,17,2011Q1,0.005762749138388882,0.9999999999999999,12.0
IL,17,2011Q2,0.006275499480734856,0.9999999999999999,12.0
IL,17,2011Q3,0.006158586590399691,0.9999999999999999,12.0
IL,17,2011Q4,0.006379729514403676,0.9999999999999999,12.0
IL,17,2012Q1,0.005568730003723295,0.9999999999999999,12.0
IL,17,2012Q2,0.006123624953387729,0.9999999999999999,12.0
IL,17,2012Q3,0.006281235090966582,0.9999999999999999,12.0
IL,17,2012Q4,0.006129308524677732,0.9999999999999999,12.0
IL,17,2013Q1,0.005903259044294714,0.9999999999999999,12.0
IL,17,2013Q2,0.006346979330127111,0.9999999999999999,12.0
IL,17,2013Q3,0.006209840500016195,0.9999999999999999,12.0
IL,17,2013Q4,0.006138169213114771,0.9999999999999999,12.0
IL,17,2014Q1,0.005797694006609071,0.9999999999999999,12.0
IL,17,2014Q2,0.006450282922417887,0.9999999999999999,12.0
IL,17,2014Q3,0.006431640880160173,0.9999999999999999,12.0
IL,17,2014Q4,0.0064450924354386725,0.9999999999999999,12.0
IL,17,2015Q1,0.006308357304883157,0.9999999999999999,12.0
IL,17,2015Q2,0.006636656033526661,0.9999999999999999,12.0
IL,17,2015Q3,0.006343800179912258,0.9999999999999999,12.0
IL,17,2015Q4,0.006646632153582123,0.9999999999999999,12.0
IL,17,2016Q1,0.006058753627531374,0.9999999999999999,12.0
IL,17,2016Q2,0.00651820779728044,0.9999999999999999,12.0
IL,17,2016Q3,0.006757282712449484,0.9999999999999999,12.0
IL,17,2016Q4,0.006613434727173202,0.9999999999999999,12.0
IL,17,2017Q1,0.00603200531540225,0.9999999999999999,12.0
IL,17,2017Q2,0.006768909199970538,0.9999999999999999,12.0
IL,17,2017Q3,0.006880442579741688,0.9999999999999999,12.0
IL,17,2017Q4,0.006662273365983567,0.9999999999999999,12.0
IL,17,2018Q1,0.006059227670254459,0.9999999999999999,12.0
IL,17,2018Q2,0.007010250027807307,0.9999999999999999,12.0
IL,17,2018Q3,0.007152758218409072,0.9999999999999999,12.0
IL,17,2018Q4,0.006945566509944192,0.9999999999999999,12.0
IL,17,2019Q1,0.006389158521722578,0.9999999999999999,12.0
IL,17,2019Q2,0.00732188647898154,0.9999999999999999,12.0
IL,17,2019Q3,0.00696827219476502,0.9999999999999999,12.0
IL,17,2019Q4,0.007157737423257301,0.9999999999999999,12.0
IL,17,2020Q1,0.00672808531383737,0.9999999999999999,12.0
IL,17,2020Q2,0.010402019054058183,0.9999999999999999,12.0
IL,17,2020Q3,0.006300749825853613,0.9999999999999999,12.0
IL,17,2020Q4,0.0063170599753390715,0.9999999999999999,12.0
IL,17,2021Q1,0.005599959964607208,0.9999999999999999,12.0
IL,17,2021Q2,0.0061115224785021,0.9999999999999999,12.0
IL,17,2021Q3,0.006730307179588363,0.9999999999999999,12.0
IL,17,2021Q4,0.007141651428146217,0.9999999999999999,12.0
IN,18,1992Q3,0.008361963930168172,1.0000000000000002,12.0
IN,18,1992Q4,0.008201731592780178,1.0000000000000002,12.0
IN,18,1993Q1,0.00969465251181441,1.0000000000000002,12.0
IN,18,1993Q2,0.008102812374501365,1.0000000000000002,12.0
IN,18,1993Q3,0.007508987999588358,1.0000000000000002,12.0
IN,18,1993Q4,0.0077356377425971765,1.0000000000000002,12.0
IN,18,1994Q1,0.008894789753894796,1.0000000000000002,12.0
IN,18,1994Q2,0.008528250307150752,1.0000000000000002,12.0
IN,18,1994Q3,0.007350785863134898,1.0000000000000002,12.0
IN,18,1994Q4,0.008200356167173791,1.0000000000000002,12.0
IN,18,1995Q1,0.008235773799852802,1.0000000000000002,12.0
IN,18,1995Q2,0.008294066488222373,1.0000000000000002,12.0
IN,18,1995Q3,0.008379863793552864,1.0000000000000002,12.0
IN,18,1995Q4,0.008444145591321289,1.0000000000000002,12.0
IN,18,1996Q1,0.009171958858050189,1.0000000000000002,12.0
IN,18,1996Q2,0.008306915577910032,1.0000000000000002,12.0
IN,18,1996Q3,0.008818350519625604,1.0000000000000002,12.0
IN,18,1996Q4,0.008537457826478391,1.0000000000000002,12.0
IN,18,1997Q1,0.009485626643542033,1.0000000000000002,12.0
IN,18,1997Q2,0.00858352191090687,1.0000000000000002,12.0
IN,18,1997Q3,0.008838571985239546,1.0000000000000002,12.0
IN,18,1997Q4,0.00999310389559318,1.0000000000000002,12.0
IN,18,1998Q1,0.010429728292720366,1.0000000000000002,12.0
IN,18,1998Q2,0.010232997924197417,1.0000000000000002,12.0
IN,18,1998Q3,0.009450846212908101,1.0000000000000002,12.0
IN,18,1998Q4,0.009136134836406065,1.0000000000000002,12.0
IN,18,1999Q1,0.011266163696858096,1.0000000000000002,12.0
IN,18,1999Q2,0.009543606824673884,1.0000000000000002,12.0
IN,18,1999Q3,0.009594658582296025,1.0000000000000002,12.0
IN,18,1999Q4,0.009367211818363527,1.0000000000000002,12.0
IN,18,2000Q1,0.010037236765451938,1.0000000000000002,12.0
IN,18,2000Q2,0.009079247981720263,1.0000000000000002,12.0
IN,18,2000Q3,0.00990767116864442,1.0000000000000002,12.0
IN,18,2000Q4,0.009366035145370785,1.0000000000000002,12.0
IN,18,2001Q1,0.011344039001194878,1.0000000000000002,12.0
IN,18,2001Q2,0.010472724782345965,1.0000000000000002,12.0
IN,18,2001Q3,0.010334246172601614,1.0000000000000002,12.0
IN,18,2001Q4,0.009752518782583966,1.0000000000000002,12.0
IN,18,2002Q1,0.009621399069680134,1.0000000000000002,12.0
IN,18,2002Q2,0.009364482821665627,1.0000000000000002,12.0
IN,18,2002Q3,0.0087490201398742,1.0000000000000002,12.0
IN,18,2002Q4,0.008765789273421767,1.0000000000000002,12.0
IN,18,2003Q1,0.008962613752557145,1.0000000000000002,12.0
IN,18,2003Q2,0.008232773884448387,1.0000000000000002,12.0
IN,18,2003Q3,0.007622551124999758,1.0000000000000002,12.0
IN,18,2003Q4,0.007778606396757507,1.0000000000000002,12.0
IN,18,2004Q1,0.008065207251498929,1.0000000000000002,12.0
IN,18,2004Q2,0.007742434036040949,1.0000000000000002,12.0
IN,18,2004Q3,0.008156282703569854,1.0000000000000002,12.0
IN,18,2004Q4,0.007653398900413893,1.0000000000000002,12.0
IN,18,2005Q1,0.007478050387913028,1.0000000000000002,12.0
IN,18,2005Q2,0.0071597639642019826,1.0000000000000002,12.0
IN,18,2005Q3,0.007475753498757294,1.0000000000000002,12.0
IN,18,2005Q4,0.007199447768851486,1.0000000000000002,12.0
IN,18,2006Q1,0.0064342989977039765,1.0000000000000002,12.0
IN,18,2006Q2,0.007174485620911959,1.0000000000000002,12.0
IN,18,2006Q3,0.0071093947354987745,1.0000000000000002,12.0
IN,18,2006Q4,0.0068588515600414655,1.0000000000000002,12.0
IN,18,2007Q1,0.006579449147518411,1.0000000000000002,12.0
IN,18,2007Q2,0.00717157798142467,1.0000000000000002,12.0
IN,18,2007Q3,0.007031145954274675,1.0000000000000002,12.0
IN,18,2007Q4,0.006972803044200519,1.0000000000000002,12.0
IN,18,2008Q1,0.0069151291533905744,1.0000000000000002,12.0
IN,18,2008Q2,0.007592948231648394,1.0000000000000002,12.0
IN,18,2008Q3,0.00734955712367842,1.0000000000000002,12.0
IN,18,2008Q4,0.00794107652012397,1.0000000000000002,12.0
IN,18,2009Q1,0.007281364187270341,1.0000000000000002,12.0
IN,18,2009Q2,0.0070417439940721645,1.0000000000000002,12.0
IN,18,2009Q3,0.006672357242519614,1.0000000000000002,12.0
IN,18,2009Q4,0.006263331908357527,1.0000000000000002,12.0
IN,18,2010Q1,0.005782027357000386,1.0000000000000002,12.0
IN,18,2010Q2,0.005521684829461352,1.0000000000000002,12.0
IN,18,2010Q3,0.005824443101761018,1.0000000000000002,12.0
IN,18,2010Q4,0.005821322999792459,1.0000000000000002,12.0
IN,18,2011Q1,0.005233096475425461,1.0000000000000002,12.0
IN,18,2011Q2,0.005715595014069843,1.0000000000000002,12.0
IN,18,2011Q3,0.005615277561785415,1.0000000000000002,12.0
IN,18,2011Q4,0.005804245348510996,1.0000000000000002,12.0
IN,18,2012Q1,0.005069454794740244,1.0000000000000002,12.0
IN,18,2012Q2,0.005537223350384645,1.0000000000000002,12.0
IN,18,2012Q3,0.005684464769587035,1.0000000000000002,12.0
IN,18,2012Q4,0.0055672149278235975,1.0000000000000002,12.0
IN,18,2013Q1,0.0053341010771348245,1.0000000000000002,12.0
IN,18,2013Q2,0.0057449626598863775,1.0000000000000002,12.0
IN,18,2013Q3,0.005615868553955179,1.0000000000000002,12.0
IN,18,2013Q4,0.005547726940694385,1.0000000000000002,12.0
IN,18,2014Q1,0.005233577030031078,1.0000000000000002,12.0
IN,18,2014Q2,0.005836997642384254,1.0000000000000002,12.0
IN,18,2014Q3,0.005791079316541422,1.0000000000000002,12.0
IN,18,2014Q4,0.005757943846477419,1.0000000000000002,12.0
IN,18,2015Q1,0.0057308994816178205,1.0000000000000002,12.0
IN,18,2015Q2,0.005931633025368277,1.0000000000000002,12.0
IN,18,2015Q3,0.005728745823839984,1.0000000000000002,12.0
IN,18,2015Q4,0.005998597978672602,1.0000000000000002,12.0
IN,18,2016Q1,0.005475772945498364,1.0000000000000002,12.0
IN,18,2016Q2,0.005853885961835482,1.0000000000000002,12.0
IN,18,2016Q3,0.0061371789334966256,1.0000000000000002,12.0
IN,18,2016Q4,0.005963389387707209,1.0000000000000002,12.0
IN,18,2017Q1,0.005432137197561636,1.0000000000000002,12.0
IN,18,2017Q2,0.006145941167693663,1.0000000000000002,12.0
IN,18,2017Q3,0.006222416702237475,1.0000000000000002,12.0
IN,18,2017Q4,0.005981033086497343,1.0000000000000002,12.0
IN,18,2018Q1,0.005459232428219887,1.0000000000000002,12.0
IN,18,2018Q2,0.006324799078863879,1.0000000000000002,12.0
IN,18,2018Q3,0.006485446292268434,1.0000000000000002,12.0
IN,18,2018Q4,0.006266825427192646,1.0000000000000002,12.0
IN,18,2019Q1,0.0057760819901491,1.0000000000000002,12.0
IN,18,2019Q2,0.006661303570375799,1.0000000000000002,12.0
IN,18,2019Q3,0.006288516537400291,1.0000000000000002,12.0
IN,18,2019Q4,0.006467001689298562,1.0000000000000002,12.0
IN,18,2020Q1,0.006114081756764796,1.0000000000000002,12.0
IN,18,2020Q2,0.009622940896851702,1.0000000000000002,12.0
IN,18,2020Q3,0.005631914821830784,1.0000000000000002,12.0
IN,18,2020Q4,0.005633616438046273,1.0000000000000002,12.0
IN,18,2021Q1,0.00500653094716004,1.0000000000000002,12.0
IN,18,2021Q2,0.005398129363263955,1.0000000000000002,12.0
IN,18,2021Q3,0.005951975146334809,1.0000000000000002,12.0
IN,18,2021Q4,0.0063065909963309075,1.0000000000000002,12.0
IA,19,1992Q3,0.00848306937500919,1.0,12.0
IA,19,1992Q4,0.00813282006930385,1.0,12.0
IA,19,1993Q1,0.009711374232558802,1.0,12.0
IA,19,1993Q2,0.008022720849167896,1.0,12.0
IA,19,1993Q3,0.007460982580110638,1.0,12.0
IA,19,1993Q4,0.007636298347226274,1.0,12.0
IA,19,1994Q1,0.008837607269839948,1.0,12.0
IA,19,1994Q2,0.008458453440197963,1.0,12.0
IA,19,1994Q3,0.007389974723257945,1.0,12.0
IA,19,1994Q4,0.008198363486911666,1.0,12.0
IA,19,1995Q1,0.00824745026302522,1.0,12.0
IA,19,1995Q2,0.008351385154769294,1.0,12.0
IA,19,1995Q3,0.008359996376382493,1.0,12.0
IA,19,1995Q4,0.00841481391324215,1.0,12.0
IA,19,1996Q1,0.009114915255158154,1.0,12.0
IA,19,1996Q2,0.008292626925238713,1.0,12.0
IA,19,1996Q3,0.00884457590207,1.0,12.0
IA,19,1996Q4,0.008475741992304343,1.0,12.0
IA,19,1997Q1,0.009483729329760788,1.0,12.0
IA,19,1997Q2,0.00855668696496867,1.0,12.0
IA,19,1997Q3,0.008805082492727928,1.0,12.0
IA,19,1997Q4,0.00996196882147013,1.0,12.0
IA,19,1998Q1,0.010487350464743063,1.0,12.0
IA,19,1998Q2,0.010401516883049494,1.0,12.0
IA,19,1998Q3,0.009512327075183187,1.0,12.0
IA,19,1998Q4,0.00931585315628918,1.0,12.0
IA,19,1999Q1,0.01117828407511061,1.0,12.0
IA,19,1999Q2,0.009590181939508544,1.0,12.0
IA,19,1999Q3,0.00962367387215855,1.0,12.0
IA,19,1999Q4,0.009382704705734577,1.0,12.0
IA,19,2000Q1,0.010017937770151605,1.0,12.0
IA,19,2000Q2,0.00904320614213676,1.0,12.0
IA,19,2000Q3,0.009961491448894286,1.0,12.0
IA,19,2000Q4,0.009408470580932743,1.0,12.0
IA,19,2001Q1,0.011317706309079143,1.0,12.0
IA,19,2001Q2,0.010518656076080216,1.0,12.0
IA,19,2001Q3,0.010320099931766913,1.0,12.0
IA,19,2001Q4,0.00976358467091341,1.0,12.0
IA,19,2002Q1,0.009556455566019646,1.0,12.0
IA,19,2002Q2,0.009324963505553794,1.0,12.0
IA,19,2002Q3,0.008729104289737862,1.0,12.0
IA,19,2002Q4,0.008756928588038098,1.0,12.0
IA,19,2003Q1,0.008895159465902924,1.0,12.0
IA,19,2003Q2,0.00813834739417758,1.0,12.0
IA,19,2003Q3,0.0075637069501523334,1.0,12.0
IA,19,2003Q4,0.00774629018335298,1.0,12.0
IA,19,2004Q1,0.008023883422491225,1.0,12.0
IA,19,2004Q2,0.007781916735714342,1.0,12.0
IA,19,2004Q3,0.0081321790566981,1.0,12.0
IA,19,2004Q4,0.007632421142373126,1.0,12.0
IA,19,2005Q1,0.007509031230653473,1.0,12.0
IA,19,2005Q2,0.007203297261046787,1.0,12.0
IA,19,2005Q3,0.007438431522103128,1.0,12.0
IA,19,2005Q4,0.007229405332176784,1.0,12.0
IA,19,2006Q1,0.0064870495455870165,1.0,12.0
IA,19,2006Q2,0.007215462269947876,1.0,12.0
IA,19,2006Q3,0.007150602940505402,1.0,12.0
IA,19,2006Q4,0.006918157153759906,1.0,12.0
IA,19,2007Q1,0.0066213230533674105,1.0,12.0
IA,19,2007Q2,0.007196183293839994,1.0,12.0
IA,19,2007Q3,0.007113193876316876,1.0,12.0
IA,19,2007Q4,0.0070714461735777315,1.0,12.0
IA,19,2008Q1,0.00700138787665705,1.0,12.0
IA,19,2008Q2,0.007648914151434053,1.0,12.0
IA,19,2008Q3,0.007405198621684799,1.0,12.0
IA,19,2008Q4,0.007985586113577072,1.0,12.0
IA,19,2009Q1,0.007351787213109104,1.0,12.0
IA,19,2009Q2,0.007034014221038963,1.0,12.0
IA,19,2009Q3,0.006701674063525001,1.0,12.0
IA,19,2009Q4,0.006293059245562487,1.0,12.0
IA,19,2010Q1,0.005799412975980082,1.0,12.0
IA,19,2010Q2,0.005548966205131875,1.0,12.0
IA,19,2010Q3,0.005882068425320901,1.0,12.0
IA,19,2010Q4,0.005844165296597191,1.0,12.0
IA,19,2011Q1,0.005271615616842734,1.0,12.0
IA,19,2011Q2,0.005735646918358861,1.0,12.0
IA,19,2011Q3,0.005627172630057801,1.0,12.0
IA,19,2011Q4,0.005830192665900786,1.0,12.0
IA,19,2012Q1,0.005103496351120753,1.0,12.0
IA,19,2012Q2,0.005569476126865024,1.0,12.0
IA,19,2012Q3,0.005704302524855166,1.0,12.0
IA,19,2012Q4,0.0055784730049478985,1.0,12.0
IA,19,2013Q1,0.0053650577984241,1.0,12.0
IA,19,2013Q2,0.0057784027261587765,1.0,12.0
IA,19,2013Q3,0.0056229502844881,1.0,12.0
IA,19,2013Q4,0.0055795970815458356,1.0,12.0
IA,19,2014Q1,0.0052549423698285145,1.0,12.0
IA,19,2014Q2,0.005868757231082053,1.0,12.0
IA,19,2014Q3,0.005802465781941094,1.0,12.0
IA,19,2014Q4,0.005790281439754767,1.0,12.0
IA,19,2015Q1,0.005776073959146033,1.0,12.0
IA,19,2015Q2,0.005943715874827479,1.0,12.0
IA,19,2015Q3,0.005755543527643024,1.0,12.0
IA,19,2015Q4,0.0060563545264123875,1.0,12.0
IA,19,2016Q1,0.005518871937297429,1.0,12.0
IA,19,2016Q2,0.005898887065847418,1.0,12.0
IA,19,2016Q3,0.006148664734086328,1.0,12.0
IA,19,2016Q4,0.005999650132902607,1.0,12.0
IA,19,2017Q1,0.005463538861757697,1.0,12.0
IA,19,2017Q2,0.006203732693411161,1.0,12.0
IA,19,2017Q3,0.006249050354962103,1.0,12.0
IA,19,2017Q4,0.006012978245220913,1.0,12.0
IA,19,2018Q1,0.0054970645557874615,1.0,12.0
IA,19,2018Q2,0.006369769516727745,1.0,12.0
IA,19,2018Q3,0.0065585774146725735,1.0,12.0
IA,19,2018Q4,0.006302879230163778,1.0,12.0
IA,19,2019Q1,0.0058209449252508575,1.0,12.0
IA,19,2019Q2,0.00670387763531053,1.0,12.0
IA,19,2019Q3,0.00633170168202879,1.0,12.0
IA,19,2019Q4,0.006488665300258475,1.0,12.0
IA,19,2020Q1,0.006131050568323601,1.0,12.0
IA,19,2020Q2,0.009554157958796916,1.0,12.0
IA,19,2020Q3,0.0056959779863190434,1.0,12.0
IA,19,2020Q4,0.005717166302307394,1.0,12.0
IA,19,2021Q1,0.005051626320941602,1.0,12.0
IA,19,2021Q2,0.005455318822076344,1.0,12.0
IA,19,2021Q3,0.006014726625756519,1.0,12.0
IA,19,2021Q4,0.006364608505434669,1.0,12.0
KS,20,1992Q3,0.008437708742561532,1.0,12.0
KS,20,1992Q4,0.008170790851048153,1.0,12.0
KS,20,1993Q1,0.009611434293624205,1.0,12.0
KS,20,1993Q2,0.008028041719782341,1.0,12.0
KS,20,1993Q3,0.007498486100727507,1.0,12.0
KS,20,1993Q4,0.007713564986720192,1.0,12.0
KS,20,1994Q1,0.008859667951901245,1.0,12.0
KS,20,1994Q2,0.008417743895218769,1.0,12.0
KS,20,1994Q3,0.007415807266580511,1.0,12.0
KS,20,1994Q4,0.008203088826047318,1.0,12.0
KS,20,1995Q1,0.008292822010371912,1.0,12.0
KS,20,1995Q2,0.008354832486907512,1.0,12.0
KS,20,1995Q3,0.00839264618126499,1.0,12.0
KS,20,1995Q4,0.008488813659136953,1.0,12.0
KS,20,1996Q1,0.00916546689031115,1.0,12.0
KS,20,1996Q2,0.008343294347600044,1.0,12.0
KS,20,1996Q3,0.008906393300330004,1.0,12.0
KS,20,1996Q4,0.008588480241212258,1.0,12.0
KS,20,1997Q1,0.009584319708086791,1.0,12.0
KS,20,1997Q2,0.00868161957943478,1.0,12.0
KS,20,1997Q3,0.008878153152838512,1.0,12.0
KS,20,1997Q4,0.01005469479694737,1.0,12.0
KS,20,1998Q1,0.010711329267517746,1.0,12.0
KS,20,1998Q2,0.01060133259107708,1.0,12.0
KS,20,1998Q3,0.0095790408725967,1.0,12.0
KS,20,1998Q4,0.00933563636522561,1.0,12.0
KS,20,1999Q1,0.011370456631354409,1.0,12.0
KS,20,1999Q2,0.009693662915776176,1.0,12.0
KS,20,1999Q3,0.009780538966346867,1.0,12.0
KS,20,1999Q4,0.009486513195110688,1.0,12.0
KS,20,2000Q1,0.010134613523627059,1.0,12.0
KS,20,2000Q2,0.009224819872528201,1.0,12.0
KS,20,2000Q3,0.01015105479773566,1.0,12.0
KS,20,2000Q4,0.009600930487442478,1.0,12.0
KS,20,2001Q1,0.011578781379735321,1.0,12.0
KS,20,2001Q2,0.010805041192211788,1.0,12.0
KS,20,2001Q3,0.010602152594945603,1.0,12.0
KS,20,2001Q4,0.00995117767297229,1.0,12.0
KS,20,2002Q1,0.009740339575803293,1.0,12.0
KS,20,2002Q2,0.009495866013392876,1.0,12.0
KS,20,2002Q3,0.008906646860730146,1.0,12.0
KS,20,2002Q4,0.008912362483764752,1.0,12.0
KS,20,2003Q1,0.009100844889158398,1.0,12.0
KS,20,2003Q2,0.008298886809305794,1.0,12.0
KS,20,2003Q3,0.007701915698005878,1.0,12.0
KS,20,2003Q4,0.007897170309707949,1.0,12.0
KS,20,2004Q1,0.008183055361313647,1.0,12.0
KS,20,2004Q2,0.007896799108079928,1.0,12.0
