state,state_fips,quarter_label,bartik_delta,weight_sum,n_supersectors
AL,1,2013Q1,-0.2915586265957287,1.0,12.0
AL,1,2013Q2,-0.15632812978434138,1.0,12.0
AL,1,2013Q3,-0.2548598542739641,1.0,12.0
AL,1,2013Q4,-0.2948748200192221,1.0,12.0
AL,1,2014Q1,-0.20837095241919554,1.0,12.0
AL,1,2014Q2,-0.22141435417194572,1.0,12.0
AL,1,2014Q3,-0.25010015398409186,1.0,12.0
AL,1,2014Q4,-0.15890305261911558,1.0,12.0
AL,1,2015Q1,-0.24525462015904997,1.0,12.0
AL,1,2015Q2,-0.19663438322108712,1.0,12.0
AL,1,2015Q3,-0.20805993772891954,1.0,12.0
AL,1,2015Q4,-0.0765301965516531,1.0,12.0
AL,1,2016Q1,-0.26566626599136195,1.0,12.0
AL,1,2016Q2,-0.17016430333227092,1.0,12.0
AL,1,2016Q3,-0.1352281677468786,1.0,12.0
AL,1,2016Q4,-0.21013216680484562,1.0,12.0
AL,1,2017Q1,-0.2525069206051716,1.0,12.0
AL,1,2017Q2,-0.118846752924937,1.0,12.0
AL,1,2017Q3,-0.17317176257070802,1.0,12.0
AL,1,2017Q4,-0.21429016939402323,1.0,12.0
AL,1,2018Q1,-0.2709766943651704,1.0,12.0
AL,1,2018Q2,-0.0915249559949357,1.0,12.0
AL,1,2018Q3,-0.08188975544250832,1.0,12.0
AL,1,2018Q4,-0.07617910052329255,1.0,12.0
AL,1,2019Q1,-0.2569098296354517,1.0,12.0
AL,1,2019Q2,-0.0889627526304075,1.0,12.0
AL,1,2019Q3,-0.20510906776609472,1.0,12.0
AL,1,2019Q4,-0.16513971932573854,1.0,12.0
AL,1,2020Q1,-0.09751696511578464,1.0,12.0
AL,1,2020Q2,-0.1802571570198487,1.0,12.0
AL,1,2020Q3,-0.3222291570214451,1.0,12.0
AL,1,2020Q4,-0.15712146451025288,1.0,12.0
AL,1,2021Q1,-0.3667710028924033,1.0,12.0
AL,1,2021Q2,-0.2653306251577043,1.0,12.0
AL,1,2021Q3,-0.1059788530377749,1.0,12.0
AL,1,2021Q4,-0.1509160720291474,1.0,12.0
AK,2,1997Q1,0.34445758855757874,1.0,12.0
AK,2,1997Q2,0.060795707758316705,1.0,12.0
AK,2,1997Q3,0.17861484922394022,1.0,12.0
AK,2,1997Q4,0.32841073038411417,1.0,12.0
AK,2,1998Q1,0.3335075701477461,1.0,12.0
AK,2,1998Q2,0.3609732504414386,1.0,12.0
AK,2,1998Q3,0.2116889483210647,1.0,12.0
AK,2,1998Q4,0.21582629523424948,1.0,12.0
AK,2,1999Q1,0.3592980035615019,1.0,12.0
AK,2,1999Q2,0.32006054087614355,1.0,12.0
AK,2,1999Q3,0.2573011244434705,1.0,12.0
AK,2,1999Q4,0.19989598147045698,1.0,12.0
AK,2,2000Q1,0.4124709571435725,1.0,12.0
AK,2,2000Q2,0.11432180638443884,1.0,12.0
AK,2,2000Q3,0.3688732758944625,1.0,12.0
AK,2,2000Q4,0.24071110126317236,1.0,12.0
AK,2,2001Q1,0.5218004257584764,1.0,12.0
AK,2,2001Q2,0.2684904473974359,1.0,12.0
AK,2,2001Q3,0.34968617647957334,1.0,12.0
AK,2,2001Q4,0.23080788493085408,1.0,12.0
AK,2,2002Q1,0.1481268724857836,1.0,12.0
AK,2,2002Q2,0.2820264504405268,1.0,12.0
AK,2,2002Q3,0.16553387326906904,1.0,12.0
AK,2,2002Q4,0.27113027821072294,1.0,12.0
AK,2,2003Q1,0.17305641665904276,1.0,12.0
AK,2,2003Q2,0.061106566791190975,1.0,12.0
AK,2,2003Q3,-0.08438599272308248,1.0,12.0
AK,2,2003Q4,0.0496563995374435,1.0,12.0
AK,2,2004Q1,0.18781768969173626,1.0,12.0
AK,2,2004Q2,0.0403987902528587,1.0,12.0
AK,2,2004Q3,0.118263371632386,1.0,12.0
AK,2,2004Q4,0.07249866096369771,1.0,12.0
AK,2,2005Q1,0.01798002562673577,1.0,12.0
AK,2,2005Q2,0.07396314321486548,1.0,12.0
AK,2,2005Q3,0.038077477430261346,1.0,12.0
AK,2,2005Q4,0.07385596262630882,1.0,12.0
AK,2,2006Q1,-0.09647918810404303,1.0,12.0
AK,2,2006Q2,0.07247745107876487,1.0,12.0
AK,2,2006Q3,0.07146130425791722,1.0,12.0
AK,2,2006Q4,-0.022312314737731598,1.0,12.0
AK,2,2007Q1,-0.05150476456601253,1.0,12.0
AK,2,2007Q2,0.027856081088696936,1.0,12.0
AK,2,2007Q3,-0.031385515844923446,1.0,12.0
AK,2,2007Q4,-0.03953070894297745,1.0,12.0
AK,2,2008Q1,0.07399299194728004,1.0,12.0
AK,2,2008Q2,0.021483002566659155,1.0,12.0
AK,2,2008Q3,0.05677668993250044,1.0,12.0
AK,2,2008Q4,0.18945156782820083,1.0,12.0
AK,2,2009Q1,-0.017081349174337117,1.0,12.0
AK,2,2009Q2,-0.1433598849896226,1.0,12.0
AK,2,2009Q3,-0.1420147032330116,1.0,12.0
AK,2,2009Q4,-0.17940473815630079,1.0,12.0
AK,2,2010Q1,-0.16045354469617382,1.0,12.0
AK,2,2010Q2,-0.22104886166935167,1.0,12.0
AK,2,2010Q3,-0.18030215399426391,1.0,12.0
AK,2,2010Q4,-0.16925243413445248,1.0,12.0
AK,2,2011Q1,-0.17339978164144565,1.0,12.0
AK,2,2011Q2,-0.1349656061345358,1.0,12.0
AK,2,2011Q3,-0.16087788381957477,1.0,12.0
AK,2,2011Q4,-0.17593599816453417,1.0,12.0
AK,2,2012Q1,-0.3027027071026976,1.0,12.0
AK,2,2012Q2,-0.21415023424399438,1.0,12.0
AK,2,2012Q3,-0.11596634295191163,1.0,12.0
AK,2,2012Q4,-0.1358006082365809,1.0,12.0
AK,2,2013Q1,-0.2510764063854078,1.0,12.0
AK,2,2013Q2,-0.11354843602876913,1.0,12.0
AK,2,2013Q3,-0.21720712095251593,1.0,12.0
AK,2,2013Q4,-0.2491615815150056,1.0,12.0
AK,2,2014Q1,-0.15142442709864462,1.0,12.0
AK,2,2014Q2,-0.17114086183164637,1.0,12.0
AK,2,2014Q3,-0.20356515493022234,1.0,12.0
AK,2,2014Q4,-0.11267551056659421,1.0,12.0
AK,2,2015Q1,-0.18731516100349632,1.0,12.0
AK,2,2015Q2,-0.14902010326522358,1.0,12.0
AK,2,2015Q3,-0.14930377651240295,1.0,12.0
AK,2,2015Q4,-0.021542150189823583,1.0,12.0
AK,2,2016Q1,-0.20363231143912058,1.0,12.0
AK,2,2016Q2,-0.11692983546241925,1.0,12.0
AK,2,2016Q3,-0.08688526489614533,1.0,12.0
AK,2,2016Q4,-0.1507188076264838,1.0,12.0
AK,2,2017Q1,-0.20165304946718687,1.0,12.0
AK,2,2017Q2,-0.05292804680241225,1.0,12.0
AK,2,2017Q3,-0.12420970522130943,1.0,12.0
AK,2,2017Q4,-0.15742604683031178,1.0,12.0
AK,2,2018Q1,-0.21968688548759138,1.0,12.0
AK,2,2018Q2,-0.03658617721450805,1.0,12.0
AK,2,2018Q3,-0.02957928235859171,1.0,12.0
AK,2,2018Q4,-0.03398932033243138,1.0,12.0
AK,2,2019Q1,-0.1940803414280163,1.0,12.0
AK,2,2019Q2,-0.03392357092088016,1.0,12.0
AK,2,2019Q3,-0.13824303077352273,1.0,12.0
AK,2,2019Q4,-0.09384413980735355,1.0,12.0
AK,2,2020Q1,-0.025653646289231696,1.0,12.0
AK,2,2020Q2,-0.09411579073213575,1.0,12.0
AK,2,2020Q3,-0.24884635014563292,1.0,12.0
AK,2,2020Q4,-0.09469660781096562,1.0,12.0
AK,2,2021Q1,-0.32449574377060036,1.0,12.0
AK,2,2021Q2,-0.22066200582451115,1.0,12.0
AK,2,2021Q3,-0.0543905857839311,1.0,12.0
AK,2,2021Q4,-0.09851117923808943,1.0,12.0
AZ,4,1997Q1,0.34721086034948595,1.0,12.0
AZ,4,1997Q2,0.08066679114359708,1.0,12.0
AZ,4,1997Q3,0.16860640168010677,1.0,12.0
AZ,4,1997Q4,0.32568445513642175,1.0,12.0
AZ,4,1998Q1,0.3328486457063495,1.0,12.0
AZ,4,1998Q2,0.34472444535745744,1.0,12.0
AZ,4,1998Q3,0.2170631708329854,1.0,12.0
AZ,4,1998Q4,0.23476425868315012,1.0,12.0
AZ,4,1999Q1,0.37395911013198796,1.0,12.0
AZ,4,1999Q2,0.30956398286771536,1.0,12.0
AZ,4,1999Q3,0.27161263879651787,1.0,12.0
AZ,4,1999Q4,0.194521853480411,1.0,12.0
AZ,4,2000Q1,0.41464038443823303,1.0,12.0
AZ,4,2000Q2,0.12047600043651106,1.0,12.0
AZ,4,2000Q3,0.3865467781251806,1.0,12.0
AZ,4,2000Q4,0.24021408422723076,1.0,12.0
AZ,4,2001Q1,0.5417620076659376,1.0,12.0
AZ,4,2001Q2,0.2739743936630848,1.0,12.0
AZ,4,2001Q3,0.36925748904476074,1.0,12.0
AZ,4,2001Q4,0.24814904115424483,1.0,12.0
AZ,4,2002Q1,0.17111804483769066,1.0,12.0
AZ,4,2002Q2,0.30370015306626164,1.0,12.0
AZ,4,2002Q3,0.1917000040323817,1.0,12.0
AZ,4,2002Q4,0.27511151709803255,1.0,12.0
AZ,4,2003Q1,0.19663909461321066,1.0,12.0
AZ,4,2003Q2,0.08302204832866533,1.0,12.0
AZ,4,2003Q3,-0.06237129783116292,1.0,12.0
AZ,4,2003Q4,0.07059164245090083,1.0,12.0
AZ,4,2004Q1,0.2118338600691413,1.0,12.0
AZ,4,2004Q2,0.06815381860675292,1.0,12.0
AZ,4,2004Q3,0.15674276600502562,1.0,12.0
AZ,4,2004Q4,0.09111825453567866,1.0,12.0
AZ,4,2005Q1,0.015349295541638509,1.0,12.0
AZ,4,2005Q2,0.07711249295274536,1.0,12.0
AZ,4,2005Q3,0.059120995974514555,1.0,12.0
AZ,4,2005Q4,0.07733908714067474,1.0,12.0
AZ,4,2006Q1,-0.08605096877675385,1.0,12.0
AZ,4,2006Q2,0.08531180131173793,1.0,12.0
AZ,4,2006Q3,0.08535251770282407,1.0,12.0
AZ,4,2006Q4,-0.01907518976392134,1.0,12.0
AZ,4,2007Q1,-0.03154533429085773,1.0,12.0
AZ,4,2007Q2,0.05466992306089749,1.0,12.0
AZ,4,2007Q3,-0.0109149561604507,1.0,12.0
AZ,4,2007Q4,-0.015325419534995178,1.0,12.0
AZ,4,2008Q1,0.09934628040975248,1.0,12.0
AZ,4,2008Q2,0.04461539773137581,1.0,12.0
AZ,4,2008Q3,0.08173935181768725,1.0,12.0
AZ,4,2008Q4,0.22758949667452263,1.0,12.0
AZ,4,2009Q1,0.002119836912691845,1.0,12.0
AZ,4,2009Q2,-0.12513609239563742,1.0,12.0
AZ,4,2009Q3,-0.12253531041482014,1.0,12.0
AZ,4,2009Q4,-0.1638169291605424,1.0,12.0
AZ,4,2010Q1,-0.14863700301601074,1.0,12.0
AZ,4,2010Q2,-0.2070945684134893,1.0,12.0
AZ,4,2010Q3,-0.17993370600685868,1.0,12.0
AZ,4,2010Q4,-0.15305284994548504,1.0,12.0
AZ,4,2011Q1,-0.17013458515623023,1.0,12.0
AZ,4,2011Q2,-0.14791412281555819,1.0,12.0
AZ,4,2011Q3,-0.15328414036391785,1.0,12.0
AZ,4,2011Q4,-0.1709235581920751,1.0,12.0
AZ,4,2012Q1,-0.31063444211631513,1.0,12.0
AZ,4,2012Q2,-0.22480264900460287,1.0,12.0
AZ,4,2012Q3,-0.12967932112431532,1.0,12.0
AZ,4,2012Q4,-0.14480971443260504,1.0,12.0
AZ,4,2013Q1,-0.2616405605675824,1.0,12.0
AZ,4,2013Q2,-0.12825899415632475,1.0,12.0
AZ,4,2013Q3,-0.2342295220372835,1.0,12.0
AZ,4,2013Q4,-0.2657222162709417,1.0,12.0
AZ,4,2014Q1,-0.1716888095135377,1.0,12.0
AZ,4,2014Q2,-0.18813930633271927,1.0,12.0
AZ,4,2014Q3,-0.21708549542256952,1.0,12.0
AZ,4,2014Q4,-0.11792268793803987,1.0,12.0
AZ,4,2015Q1,-0.21041114386033,1.0,12.0
AZ,4,2015Q2,-0.15699560999091136,1.0,12.0
AZ,4,2015Q3,-0.1756350693816285,1.0,12.0
AZ,4,2015Q4,-0.046366598475478187,1.0,12.0
AZ,4,2016Q1,-0.23278376867072584,1.0,12.0
AZ,4,2016Q2,-0.1362100206998654,1.0,12.0
AZ,4,2016Q3,-0.11280351763547408,1.0,12.0
AZ,4,2016Q4,-0.17616073080515685,1.0,12.0
AZ,4,2017Q1,-0.21839253656887977,1.0,12.0
AZ,4,2017Q2,-0.08778750049770397,1.0,12.0
AZ,4,2017Q3,-0.14254292675450508,1.0,12.0
AZ,4,2017Q4,-0.1790944320010377,1.0,12.0
AZ,4,2018Q1,-0.23083609689534476,1.0,12.0
AZ,4,2018Q2,-0.05536873538787523,1.0,12.0
AZ,4,2018Q3,-0.04964115494447304,1.0,12.0
AZ,4,2018Q4,-0.05068760098937017,1.0,12.0
AZ,4,2019Q1,-0.21654801310619765,1.0,12.0
AZ,4,2019Q2,-0.05707517704713527,1.0,12.0
AZ,4,2019Q3,-0.16059174222437583,1.0,12.0
AZ,4,2019Q4,-0.125691471359443,1.0,12.0
AZ,4,2020Q1,-0.06730081471788209,1.0,12.0
AZ,4,2020Q2,-0.1457653016928407,1.0,12.0
AZ,4,2020Q3,-0.27738802700629855,1.0,12.0
AZ,4,2020Q4,-0.11452262918160232,1.0,12.0
AZ,4,2021Q1,-0.338338041897178,1.0,12.0
AZ,4,2021Q2,-0.2254962784565742,1.0,12.0
AZ,4,2021Q3,-0.06317770113236881,1.0,12.0
AZ,4,2021Q4,-0.10967208125993871,1.0,12.0
AR,5,1997Q1,0.41227865921167284,1.0,12.0
AR,5,1997Q2,0.15294433601628715,1.0,12.0
AR,5,1997Q3,0.2617592002852586,1.0,12.0
AR,5,1997Q4,0.4112451727160044,1.0,12.0
AR,5,1998Q1,0.4046444019327776,1.0,12.0
AR,5,1998Q2,0.4291378121099878,1.0,12.0
AR,5,1998Q3,0.2732247223371612,1.0,12.0
AR,5,1998Q4,0.2780471888570511,1.0,12.0
AR,5,1999Q1,0.4460197904405926,1.0,12.0
AR,5,1999Q2,0.37921976236357857,1.0,12.0
AR,5,1999Q3,0.32545293941909514,1.0,12.0
AR,5,1999Q4,0.2605216438262511,1.0,12.0
AR,5,2000Q1,0.4894593068931249,1.0,12.0
AR,5,2000Q2,0.1815246630068731,1.0,12.0
AR,5,2000Q3,0.43882647038481337,1.0,12.0
AR,5,2000Q4,0.29247318256754495,1.0,12.0
AR,5,2001Q1,0.5680116079844219,1.0,12.0
AR,5,2001Q2,0.33484517655097445,1.0,12.0
AR,5,2001Q3,0.4205712159884223,1.0,12.0
AR,5,2001Q4,0.31096364401486926,1.0,12.0
AR,5,2002Q1,0.2250225611870106,1.0,12.0
AR,5,2002Q2,0.3610038513936958,1.0,12.0
AR,5,2002Q3,0.23451430015670627,1.0,12.0
AR,5,2002Q4,0.3248567009034477,1.0,12.0
AR,5,2003Q1,0.2469836730069213,1.0,12.0
AR,5,2003Q2,0.13023357233562863,1.0,12.0
AR,5,2003Q3,-0.02523024734966857,1.0,12.0
AR,5,2003Q4,0.09449885681048592,1.0,12.0
AR,5,2004Q1,0.24003121530699292,1.0,12.0
AR,5,2004Q2,0.07972145778842837,1.0,12.0
AR,5,2004Q3,0.17827589876504155,1.0,12.0
AR,5,2004Q4,0.12118420494142323,1.0,12.0
AR,5,2005Q1,0.057449121456512424,1.0,12.0
AR,5,2005Q2,0.08913511901164266,1.0,12.0
AR,5,2005Q3,0.06073653098779813,1.0,12.0
AR,5,2005Q4,0.08630291252891914,1.0,12.0
AR,5,2006Q1,-0.09797524105215112,1.0,12.0
AR,5,2006Q2,0.0826863502150967,1.0,12.0
AR,5,2006Q3,0.07641414880934977,1.0,12.0
AR,5,2006Q4,-0.014425847172827388,1.0,12.0
AR,5,2007Q1,-0.0488851238738267,1.0,12.0
AR,5,2007Q2,0.03331355483514214,1.0,12.0
AR,5,2007Q3,-0.042323649240741244,1.0,12.0
AR,5,2007Q4,-0.03924269224130851,1.0,12.0
AR,5,2008Q1,0.06970490412896352,1.0,12.0
AR,5,2008Q2,0.016195945086074873,1.0,12.0
AR,5,2008Q3,0.048313977642341674,1.0,12.0
AR,5,2008Q4,0.1992634790454164,1.0,12.0
AR,5,2009Q1,-0.0290223621365496,1.0,12.0
AR,5,2009Q2,-0.1331261445905364,1.0,12.0
AR,5,2009Q3,-0.12807230984663429,1.0,12.0
AR,5,2009Q4,-0.18118565838887915,1.0,12.0
AR,5,2010Q1,-0.15414882910412603,1.0,12.0
AR,5,2010Q2,-0.23728643440684527,1.0,12.0
AR,5,2010Q3,-0.20734207540909022,1.0,12.0
AR,5,2010Q4,-0.18154458655986214,1.0,12.0
AR,5,2011Q1,-0.21182389497584972,1.0,12.0
AR,5,2011Q2,-0.17091206355344962,1.0,12.0
AR,5,2011Q3,-0.1769907243253524,1.0,12.0
AR,5,2011Q4,-0.2064309552414625,1.0,12.0
AR,5,2012Q1,-0.34983288177423993,1.0,12.0
AR,5,2012Q2,-0.25743789922626853,1.0,12.0
AR,5,2012Q3,-0.16836822299418996,1.0,12.0
AR,5,2012Q4,-0.16756913548836272,1.0,12.0
AR,5,2013Q1,-0.2901048318630442,1.0,12.0
AR,5,2013Q2,-0.15103084345484366,1.0,12.0
AR,5,2013Q3,-0.25028538291703695,1.0,12.0
AR,5,2013Q4,-0.2936218818732528,1.0,12.0
AR,5,2014Q1,-0.207122750836454,1.0,12.0
AR,5,2014Q2,-0.2201221583180483,1.0,12.0
AR,5,2014Q3,-0.24896401853238287,1.0,12.0
AR,5,2014Q4,-0.16259186600066972,1.0,12.0
AR,5,2015Q1,-0.24207424902828617,1.0,12.0
AR,5,2015Q2,-0.19970825017684676,1.0,12.0
AR,5,2015Q3,-0.20539921639046704,1.0,12.0
AR,5,2015Q4,-0.07522363778526506,1.0,12.0
AR,5,2016Q1,-0.26250258461383574,1.0,12.0
AR,5,2016Q2,-0.16672454923871022,1.0,12.0
AR,5,2016Q3,-0.13129083817181322,1.0,12.0
AR,5,2016Q4,-0.20380018008353715,1.0,12.0
AR,5,2017Q1,-0.25312309912348774,1.0,12.0
AR,5,2017Q2,-0.11566919218617502,1.0,12.0
AR,5,2017Q3,-0.17256280601988644,1.0,12.0
AR,5,2017Q4,-0.20877787517629842,1.0,12.0
AR,5,2018Q1,-0.2743850305124218,1.0,12.0
AR,5,2018Q2,-0.09114551673094293,1.0,12.0
AR,5,2018Q3,-0.08421873733762503,1.0,12.0
AR,5,2018Q4,-0.07399132800925741,1.0,12.0
AR,5,2019Q1,-0.25551086186964683,1.0,12.0
AR,5,2019Q2,-0.08668081091690087,1.0,12.0
AR,5,2019Q3,-0.20514384470085156,1.0,12.0
AR,5,2019Q4,-0.15978747000063123,1.0,12.0
AR,5,2020Q1,-0.08988681419636252,1.0,12.0
AR,5,2020Q2,-0.17796497743503842,1.0,12.0
AR,5,2020Q3,-0.31710250150712327,1.0,12.0
AR,5,2020Q4,-0.15496571123550137,1.0,12.0
AR,5,2021Q1,-0.359381774037122,1.0,12.0
AR,5,2021Q2,-0.260380031383643,1.0,12.0
AR,5,2021Q3,-0.10127655691778692,1.0,12.0
AR,5,2021Q4,-0.14531407571642704,1.0,12.0
CA,6,1997Q1,0.3636053574757912,1.0,12.0
CA,6,1997Q2,0.1061823820802696,1.0,12.0
CA,6,1997Q3,0.19660562624534342,1.0,12.0
CA,6,1997Q4,0.3515484470161014,1.0,12.0
CA,6,1998Q1,0.37040143450998414,1.0,12.0
CA,6,1998Q2,0.3838124280533784,1.0,12.0
CA,6,1998Q3,0.23282434584086012,1.0,12.0
CA,6,1998Q4,0.2484509069316948,1.0,12.0
CA,6,1999Q1,0.39995085258718144,1.0,12.0
CA,6,1999Q2,0.33006523141965355,1.0,12.0
CA,6,1999Q3,0.29190226438505,1.0,12.0
CA,6,1999Q4,0.21268326006606111,1.0,12.0
CA,6,2000Q1,0.435692918331886,1.0,12.0
CA,6,2000Q2,0.14083258833535053,1.0,12.0
CA,6,2000Q3,0.4046594673492145,1.0,12.0
CA,6,2000Q4,0.2603608679432684,1.0,12.0
CA,6,2001Q1,0.5556076811520093,1.0,12.0
CA,6,2001Q2,0.29937588509514884,1.0,12.0
CA,6,2001Q3,0.3887084640904484,1.0,12.0
CA,6,2001Q4,0.27283086974601606,1.0,12.0
CA,6,2002Q1,0.18476619246740347,1.0,12.0
CA,6,2002Q2,0.323005711458892,1.0,12.0
CA,6,2002Q3,0.20611286503889475,1.0,12.0
CA,6,2002Q4,0.28900842109118663,1.0,12.0
CA,6,2003Q1,0.21467411756094543,1.0,12.0
CA,6,2003Q2,0.09519930444734732,1.0,12.0
CA,6,2003Q3,-0.055790900410642656,1.0,12.0
CA,6,2003Q4,0.07218152611314156,1.0,12.0
CA,6,2004Q1,0.21769917045201348,1.0,12.0
CA,6,2004Q2,0.06930427909226262,1.0,12.0
CA,6,2004Q3,0.15526518378483745,1.0,12.0
CA,6,2004Q4,0.0975480124128254,1.0,12.0
CA,6,2005Q1,0.0306920328086772,1.0,12.0
CA,6,2005Q2,0.07558961080138087,1.0,12.0
CA,6,2005Q3,0.04948795400809849,1.0,12.0
CA,6,2005Q4,0.0723293587197305,1.0,12.0
CA,6,2006Q1,-0.09267108058021593,1.0,12.0
CA,6,2006Q2,0.07719457229494851,1.0,12.0
CA,6,2006Q3,0.07518348805019573,1.0,12.0
CA,6,2006Q4,-0.026292145578133558,1.0,12.0
CA,6,2007Q1,-0.04310942288603531,1.0,12.0
CA,6,2007Q2,0.04213951329908059,1.0,12.0
CA,6,2007Q3,-0.028324618647422615,1.0,12.0
CA,6,2007Q4,-0.02902990114782894,1.0,12.0
CA,6,2008Q1,0.09004696876091743,1.0,12.0
CA,6,2008Q2,0.030518568458965088,1.0,12.0
CA,6,2008Q3,0.06173677130321614,1.0,12.0
CA,6,2008Q4,0.2119167204733753,1.0,12.0
CA,6,2009Q1,-0.022050136875510443,1.0,12.0
CA,6,2009Q2,-0.13921633414150864,1.0,12.0
CA,6,2009Q3,-0.13521392592182713,1.0,12.0
CA,6,2009Q4,-0.17760106240938958,1.0,12.0
CA,6,2010Q1,-0.16211569821285313,1.0,12.0
CA,6,2010Q2,-0.22263038427047463,1.0,12.0
CA,6,2010Q3,-0.1927092155305312,1.0,12.0
CA,6,2010Q4,-0.16452535225330409,1.0,12.0
CA,6,2011Q1,-0.18627308243556423,1.0,12.0
CA,6,2011Q2,-0.15605997648204162,1.0,12.0
CA,6,2011Q3,-0.1654780101798229,1.0,12.0
CA,6,2011Q4,-0.18850865476481066,1.0,12.0
CA,6,2012Q1,-0.32318984411690466,1.0,12.0
CA,6,2012Q2,-0.23231849278573716,1.0,12.0
CA,6,2012Q3,-0.13813262122943837,1.0,12.0
CA,6,2012Q4,-0.15007506069068838,1.0,12.0
CA,6,2013Q1,-0.26934524699248835,1.0,12.0
CA,6,2013Q2,-0.13452264744106807,1.0,12.0
CA,6,2013Q3,-0.23376445282604075,1.0,12.0
CA,6,2013Q4,-0.27028419701507556,1.0,12.0
CA,6,2014Q1,-0.18019972430717968,1.0,12.0
CA,6,2014Q2,-0.19636231042650396,1.0,12.0
CA,6,2014Q3,-0.2259524759068148,1.0,12.0
CA,6,2014Q4,-0.12321479356913445,1.0,12.0
CA,6,2015Q1,-0.22156420825126208,1.0,12.0
CA,6,2015Q2,-0.16279498925547325,1.0,12.0
CA,6,2015Q3,-0.17864147951353082,1.0,12.0
CA,6,2015Q4,-0.051935898958421677,1.0,12.0
CA,6,2016Q1,-0.23546903927378882,1.0,12.0
CA,6,2016Q2,-0.1359543770736531,1.0,12.0
CA,6,2016Q3,-0.11654332429806445,1.0,12.0
CA,6,2016Q4,-0.18332246539543565,1.0,12.0
CA,6,2017Q1,-0.22182773056173039,1.0,12.0
CA,6,2017Q2,-0.09272277677611461,1.0,12.0
CA,6,2017Q3,-0.1496249902476553,1.0,12.0
CA,6,2017Q4,-0.18531497896767168,1.0,12.0
