state,state_fips,quarter_label,bartik_s,weight_sum,n_supersectors
AL,01,2013Q2,0.00010722166612165138,1.0,12.0
AL,01,2013Q3,0.00010958335549172217,1.0,12.0
AL,01,2013Q4,0.00010685031211676457,1.0,12.0
AL,01,2014Q1,0.00011002389654498239,1.0,12.0
AL,01,2014Q2,0.00011303679767067975,1.0,12.0
AL,01,2014Q3,0.00011634792235595023,1.0,12.0
AL,01,2014Q4,0.00011853732848618939,1.0,12.0
AL,01,2015Q1,0.00012136540588364333,1.0,12.0
AL,01,2015Q2,0.0001200983198720511,1.0,12.0
AL,01,2015Q3,0.00012228520855218146,1.0,12.0
AL,01,2015Q4,0.00012489125852997357,1.0,12.0
AL,01,2016Q1,0.00012678007454513675,1.0,12.0
AL,01,2016Q2,0.00012485868379405598,1.0,12.0
AL,01,2016Q3,0.0001244697938634168,1.0,12.0
AL,01,2016Q4,0.00012546953723953513,1.0,12.0
AL,01,2017Q1,0.00012905120093829588,1.0,12.0
AL,01,2017Q2,0.00012977188394843963,1.0,12.0
AL,01,2017Q3,0.00013048358159912165,1.0,12.0
AL,01,2017Q4,0.00013053297860305695,1.0,12.0
AL,01,2018Q1,0.00013253122105438115,1.0,12.0
AL,01,2018Q2,0.00013547552680887438,1.0,12.0
AL,01,2018Q3,0.00013645402610988565,1.0,12.0
AL,01,2018Q4,0.00013936314595812903,1.0,12.0
AL,01,2019Q1,0.00013704437584744834,1.0,12.0
AL,01,2019Q2,0.00013923632279261934,1.0,12.0
AL,01,2019Q3,0.00014200935491737288,1.0,12.0
AL,01,2019Q4,0.00014026180604428484,1.0,12.0
AL,01,2020Q1,0.00023163125763640341,1.0,12.0
AL,01,2020Q2,0.00017611925540565024,1.0,12.0
AL,01,2020Q3,0.00012310153745963027,1.0,12.0
AL,01,2020Q4,0.0001350715377422446,1.0,12.0
AL,01,2021Q1,0.00013407575225600515,1.0,12.0
AL,01,2021Q2,0.00014142663450338562,1.0,12.0
AL,01,2021Q3,0.00014748875765882227,1.0,12.0
AL,01,2021Q4,0.00015056162994456478,1.0,12.0
AL,01,2022Q1,0.00015366447994302087,1.0,12.0
AL,01,2022Q2,0.0001507092122994939,1.0,12.0
AL,01,2022Q3,0.00014759648548879584,1.0,12.0
AL,01,2022Q4,0.00014547045295896773,1.0,12.0
AL,01,2023Q1,0.00014719296082196757,1.0,12.0
AK,02,2001Q1,0.00013774791369343075,1.0,12.0
AK,02,2001Q2,0.00013418349974335622,1.0,12.0
AK,02,2001Q3,0.00013314407112051662,1.0,12.0
AK,02,2001Q4,0.0001300287636308505,1.0,12.0
AK,02,2002Q1,0.00012326408615591033,1.0,12.0
AK,02,2002Q2,0.00012232382379628718,1.0,12.0
AK,02,2002Q3,0.00012307403918647344,1.0,12.0
AK,02,2002Q4,0.00011862828388793157,1.0,12.0
AK,02,2003Q1,0.00012185917048030967,1.0,12.0
AK,02,2003Q2,0.00011760648858888754,1.0,12.0
AK,02,2003Q3,0.00011641779458432395,1.0,12.0
AK,02,2003Q4,0.00012011176752636285,1.0,12.0
AK,02,2004Q1,0.00012183818749023067,1.0,12.0
AK,02,2004Q2,0.00012168986693541782,1.0,12.0
AK,02,2004Q3,0.0001234605923235474,1.0,12.0
AK,02,2004Q4,0.00012567309241772115,1.0,12.0
AK,02,2005Q1,0.000130035744941642,1.0,12.0
AK,02,2005Q2,0.00012852745298871237,1.0,12.0
AK,02,2005Q3,0.00013203374430542097,1.0,12.0
AK,02,2005Q4,0.0001298102331244353,1.0,12.0
AK,02,2006Q1,0.00013033200609085467,1.0,12.0
AK,02,2006Q2,0.0001319111236938968,1.0,12.0
AK,02,2006Q3,0.00013089620433808665,1.0,12.0
AK,02,2006Q4,0.00013129564397614197,1.0,12.0
AK,02,2007Q1,0.0001300165678576307,1.0,12.0
AK,02,2007Q2,0.00013005696830722341,1.0,12.0
AK,02,2007Q3,0.0001307103097269289,1.0,12.0
AK,02,2007Q4,0.0001285493445085881,1.0,12.0
AK,02,2008Q1,0.00012871509228723252,1.0,12.0
AK,02,2008Q2,0.00012694514820197776,1.0,12.0
AK,02,2008Q3,0.0001252996387333536,1.0,12.0
AK,02,2008Q4,0.00012315885252562386,1.0,12.0
AK,02,2009Q1,0.00012131444643474614,1.0,12.0
AK,02,2009Q2,0.00010941389062153565,1.0,12.0
AK,02,2009Q3,0.00010414153451545808,1.0,12.0
AK,02,2009Q4,0.00010269021076068887,1.0,12.0
AK,02,2010Q1,9.97109625502112e-05,1.0,12.0
AK,02,2010Q2,9.895585958483619e-05,1.0,12.0
AK,02,2010Q3,9.899541488516931e-05,1.0,12.0
AK,02,2010Q4,0.00010090339911161533,1.0,12.0
AK,02,2011Q1,0.00010108939539938993,1.0,12.0
AK,02,2011Q2,0.0001026366364023887,1.0,12.0
AK,02,2011Q3,0.00010479429427686951,1.0,12.0
AK,02,2011Q4,0.00010469349741517796,1.0,12.0
AK,02,2012Q1,0.00010726085996406247,1.0,12.0
AK,02,2012Q2,0.0001110898463642866,1.0,12.0
AK,02,2012Q3,0.00010678712435500042,1.0,12.0
AK,02,2012Q4,0.00010781485476168206,1.0,12.0
AK,02,2013Q1,0.00011011201493440548,1.0,12.0
AK,02,2013Q2,0.00011148414412915081,1.0,12.0
AK,02,2013Q3,0.0001140957121244973,1.0,12.0
AK,02,2013Q4,0.00011173330564312002,1.0,12.0
AK,02,2014Q1,0.00011533648784085264,1.0,12.0
AK,02,2014Q2,0.0001176679017327328,1.0,12.0
AK,02,2014Q3,0.00012079533669359431,1.0,12.0
AK,02,2014Q4,0.0001235405946869637,1.0,12.0
AK,02,2015Q1,0.00012683489205524045,1.0,12.0
AK,02,2015Q2,0.00012582885992562748,1.0,12.0
AK,02,2015Q3,0.00012882406921909477,1.0,12.0
AK,02,2015Q4,0.0001306030060255696,1.0,12.0
AK,02,2016Q1,0.00013205655282220522,1.0,12.0
AK,02,2016Q2,0.00013026819320602508,1.0,12.0
AK,02,2016Q3,0.00013002071480948735,1.0,12.0
AK,02,2016Q4,0.00013072821466434477,1.0,12.0
AK,02,2017Q1,0.00013418844347846216,1.0,12.0
AK,02,2017Q2,0.0001339400487843304,1.0,12.0
AK,02,2017Q3,0.00013494331414622547,1.0,12.0
AK,02,2017Q4,0.0001350656562128073,1.0,12.0
AK,02,2018Q1,0.00013697036184945829,1.0,12.0
AK,02,2018Q2,0.00014145727397231315,1.0,12.0
AK,02,2018Q3,0.00014261354330380373,1.0,12.0
AK,02,2018Q4,0.00014491662777638898,1.0,12.0
AK,02,2019Q1,0.0001436730301767739,1.0,12.0
AK,02,2019Q2,0.00014455712257817,1.0,12.0
AK,02,2019Q3,0.00014856208505359248,1.0,12.0
AK,02,2019Q4,0.00014716626167287557,1.0,12.0
AK,02,2020Q1,0.0002497598661760212,1.0,12.0
AK,02,2020Q2,0.0001849963238143366,1.0,12.0
AK,02,2020Q3,0.00012659304604940145,1.0,12.0
AK,02,2020Q4,0.00013898622137632614,1.0,12.0
AK,02,2021Q1,0.00013826748118657664,1.0,12.0
AK,02,2021Q2,0.0001458599831426158,1.0,12.0
AK,02,2021Q3,0.00014986280289189626,1.0,12.0
AK,02,2021Q4,0.00015320196236581087,1.0,12.0
AK,02,2022Q1,0.00015713538064036664,1.0,12.0
AK,02,2022Q2,0.00015561936823113297,1.0,12.0
AK,02,2022Q3,0.00015448768958554616,1.0,12.0
AK,02,2022Q4,0.00015256780036924648,1.0,12.0
AK,02,2023Q1,0.0001558212146299689,1.0,12.0
AZ,04,2001Q1,0.0001491108923398525,1.0,12.0
AZ,04,2001Q2,0.0001436294947562689,1.0,12.0
AZ,04,2001Q3,0.00014241057968518615,1.0,12.0
AZ,04,2001Q4,0.00013834303185779827,1.0,12.0
AZ,04,2002Q1,0.00013208275173384553,1.0,12.0
AZ,04,2002Q2,0.0001308495850247902,1.0,12.0
AZ,04,2002Q3,0.00013160527062899076,1.0,12.0
AZ,04,2002Q4,0.00012797328130852663,1.0,12.0
AZ,04,2003Q1,0.0001294606745990199,1.0,12.0
AZ,04,2003Q2,0.00012508103535030117,1.0,12.0
AZ,04,2003Q3,0.00012458292294241597,1.0,12.0
AZ,04,2003Q4,0.00012706651401670776,1.0,12.0
AZ,04,2004Q1,0.00012937602259901384,1.0,12.0
AZ,04,2004Q2,0.0001290099751956214,1.0,12.0
AZ,04,2004Q3,0.00013032262066667373,1.0,12.0
AZ,04,2004Q4,0.0001325211525814215,1.0,12.0
AZ,04,2005Q1,0.00013764755151944154,1.0,12.0
AZ,04,2005Q2,0.00013599115477150499,1.0,12.0
AZ,04,2005Q3,0.00014005064018772682,1.0,12.0
AZ,04,2005Q4,0.00013598998291677994,1.0,12.0
AZ,04,2006Q1,0.000138799108848122,1.0,12.0
AZ,04,2006Q2,0.00014067942239556067,1.0,12.0
AZ,04,2006Q3,0.00013968410278302967,1.0,12.0
AZ,04,2006Q4,0.0001413568447569366,1.0,12.0
AZ,04,2007Q1,0.0001392871351842406,1.0,12.0
AZ,04,2007Q2,0.00013954366549437264,1.0,12.0
AZ,04,2007Q3,0.00014146400354240018,1.0,12.0
AZ,04,2007Q4,0.00013826473171851868,1.0,12.0
AZ,04,2008Q1,0.00013787938264835765,1.0,12.0
AZ,04,2008Q2,0.0001359527439811912,1.0,12.0
AZ,04,2008Q3,0.00013337116717629683,1.0,12.0
AZ,04,2008Q4,0.00013255330223785084,1.0,12.0
AZ,04,2009Q1,0.00012962495534932274,1.0,12.0
AZ,04,2009Q2,0.00011606098436250912,1.0,12.0
AZ,04,2009Q3,0.0001093303698659347,1.0,12.0
AZ,04,2009Q4,0.00010740677287421189,1.0,12.0
AZ,04,2010Q1,0.0001071180397894064,1.0,12.0
AZ,04,2010Q2,0.00010537123468879305,1.0,12.0
AZ,04,2010Q3,0.00010618864918594054,1.0,12.0
AZ,04,2010Q4,0.00010768517448318266,1.0,12.0
AZ,04,2011Q1,0.00010858682923516206,1.0,12.0
AZ,04,2011Q2,0.00011087190443364141,1.0,12.0
AZ,04,2011Q3,0.00011163768444527391,1.0,12.0
AZ,04,2011Q4,0.00011073835086469286,1.0,12.0
AZ,04,2012Q1,0.00011345779716205518,1.0,12.0
AZ,04,2012Q2,0.00011639505849896513,1.0,12.0
AZ,04,2012Q3,0.00011203935509587226,1.0,12.0
AZ,04,2012Q4,0.00011276087177595868,1.0,12.0
AZ,04,2013Q1,0.00011439495763849649,1.0,12.0
AZ,04,2013Q2,0.00011674557036918764,1.0,12.0
AZ,04,2013Q3,0.00011932472813135832,1.0,12.0
AZ,04,2013Q4,0.00011660995755814358,1.0,12.0
AZ,04,2014Q1,0.00011909955222021889,1.0,12.0
AZ,04,2014Q2,0.00012234196402716922,1.0,12.0
AZ,04,2014Q3,0.00012656163050580143,1.0,12.0
AZ,04,2014Q4,0.00012903258827577071,1.0,12.0
AZ,04,2015Q1,0.00013221253437646478,1.0,12.0
AZ,04,2015Q2,0.0001304900761911069,1.0,12.0
AZ,04,2015Q3,0.00013238991628932933,1.0,12.0
AZ,04,2015Q4,0.00013572385332609905,1.0,12.0
AZ,04,2016Q1,0.000137902838834876,1.0,12.0
AZ,04,2016Q2,0.00013577365590986234,1.0,12.0
AZ,04,2016Q3,0.00013509416518761637,1.0,12.0
AZ,04,2016Q4,0.0001366312439914821,1.0,12.0
AZ,04,2017Q1,0.0001399735281169085,1.0,12.0
AZ,04,2017Q2,0.00014060332033031755,1.0,12.0
AZ,04,2017Q3,0.00014184118925772028,1.0,12.0
AZ,04,2017Q4,0.0001405660803413674,1.0,12.0
AZ,04,2018Q1,0.00014250044180385014,1.0,12.0
AZ,04,2018Q2,0.00014592244598012044,1.0,12.0
AZ,04,2018Q3,0.00014688003601828222,1.0,12.0
AZ,04,2018Q4,0.0001497207584198299,1.0,12.0
AZ,04,2019Q1,0.00014771132130030802,1.0,12.0
AZ,04,2019Q2,0.00015071855002340344,1.0,12.0
AZ,04,2019Q3,0.00015378559557153909,1.0,12.0
AZ,04,2019Q4,0.0001525522229506711,1.0,12.0
AZ,04,2020Q1,0.0002474861933979953,1.0,12.0
AZ,04,2020Q2,0.0001861679863653011,1.0,12.0
AZ,04,2020Q3,0.000130847327275744,1.0,12.0
AZ,04,2020Q4,0.00014346051246147594,1.0,12.0
AZ,04,2021Q1,0.0001426529510052051,1.0,12.0
AZ,04,2021Q2,0.0001498552449527418,1.0,12.0
AZ,04,2021Q3,0.00015563407001726427,1.0,12.0
AZ,04,2021Q4,0.00015910264798654379,1.0,12.0
AZ,04,2022Q1,0.00016229180132479757,1.0,12.0
AZ,04,2022Q2,0.00015971164475744103,1.0,12.0
AZ,04,2022Q3,0.00015692848370839566,1.0,12.0
AZ,04,2022Q4,0.00015374055778137217,1.0,12.0
AZ,04,2023Q1,0.0001550342060831997,1.0,12.0
AR,05,2001Q1,0.00013687437154187858,1.0,12.0
AR,05,2001Q2,0.00013358161158914317,1.0,12.0
AR,05,2001Q3,0.0001304490961387853,1.0,12.0
AR,05,2001Q4,0.00012774395864056663,1.0,12.0
AR,05,2002Q1,0.00012132170118115453,1.0,12.0
AR,05,2002Q2,0.00011989352692987973,1.0,12.0
AR,05,2002Q3,0.00012040947457689968,1.0,12.0
AR,05,2002Q4,0.00011655368004714142,1.0,12.0
AR,05,2003Q1,0.00011824318102296487,1.0,12.0
AR,05,2003Q2,0.00011371388745413989,1.0,12.0
AR,05,2003Q3,0.00011277060969081282,1.0,12.0
AR,05,2003Q4,0.00011513934775541821,1.0,12.0
AR,05,2004Q1,0.00011688084602237875,1.0,12.0
AR,05,2004Q2,0.0001162496957934336,1.0,12.0
AR,05,2004Q3,0.00011830335280818705,1.0,12.0
AR,05,2004Q4,0.00012013002051568876,1.0,12.0
AR,05,2005Q1,0.00012351102093826607,1.0,12.0
AR,05,2005Q2,0.00012261890754348384,1.0,12.0
AR,05,2005Q3,0.00012590076015939596,1.0,12.0
AR,05,2005Q4,0.00012338550145978873,1.0,12.0
AR,05,2006Q1,0.00012430200560699096,1.0,12.0
AR,05,2006Q2,0.00012590552816459932,1.0,12.0
AR,05,2006Q3,0.00012532913061615448,1.0,12.0
AR,05,2006Q4,0.00012638229769383423,1.0,12.0
AR,05,2007Q1,0.00012562190222160582,1.0,12.0
AR,05,2007Q2,0.0001250853889043115,1.0,12.0
AR,05,2007Q3,0.00012543699023200125,1.0,12.0
AR,05,2007Q4,0.00012394095624026645,1.0,12.0
AR,05,2008Q1,0.0001228066389837437,1.0,12.0
AR,05,2008Q2,0.0001217008751665784,1.0,12.0
AR,05,2008Q3,0.00011885926522306936,1.0,12.0
AR,05,2008Q4,0.00011877213880204716,1.0,12.0
AR,05,2009Q1,0.00011831478617874608,1.0,12.0
AR,05,2009Q2,0.00010571078650866193,1.0,12.0
AR,05,2009Q3,9.883697890634666e-05,1.0,12.0
AR,05,2009Q4,9.638207386847195e-05,1.0,12.0
AR,05,2010Q1,9.445241540475413e-05,1.0,12.0
AR,05,2010Q2,9.307832725546193e-05,1.0,12.0
AR,05,2010Q3,9.418455611692538e-05,1.0,12.0
AR,05,2010Q4,9.537372517312322e-05,1.0,12.0
AR,05,2011Q1,9.566927406674523e-05,1.0,12.0
AR,05,2011Q2,9.678924819708402e-05,1.0,12.0
AR,05,2011Q3,9.78178612837645e-05,1.0,12.0
AR,05,2011Q4,9.776286389875134e-05,1.0,12.0
AR,05,2012Q1,0.00010003308754049392,1.0,12.0
AR,05,2012Q2,0.00010321037677049967,1.0,12.0
AR,05,2012Q3,9.874275594167591e-05,1.0,12.0
AR,05,2012Q4,0.00010001596906807569,1.0,12.0
AR,05,2013Q1,0.00010128177930767942,1.0,12.0
AR,05,2013Q2,0.0001036739389656011,1.0,12.0
AR,05,2013Q3,0.00010596331980242037,1.0,12.0
AR,05,2013Q4,0.0001031600269178879,1.0,12.0
AR,05,2014Q1,0.00010666975895632361,1.0,12.0
AR,05,2014Q2,0.00010919783863777993,1.0,12.0
AR,05,2014Q3,0.00011219632460887685,1.0,12.0
AR,05,2014Q4,0.00011437493742440604,1.0,12.0
AR,05,2015Q1,0.00011709179423269298,1.0,12.0
AR,05,2015Q2,0.00011609730825953997,1.0,12.0
AR,05,2015Q3,0.00011844990322204962,1.0,12.0
AR,05,2015Q4,0.00012078147267533521,1.0,12.0
AR,05,2016Q1,0.00012235502125687063,1.0,12.0
AR,05,2016Q2,0.00012084561399535982,1.0,12.0
AR,05,2016Q3,0.00012064163924679891,1.0,12.0
AR,05,2016Q4,0.00012136478390503553,1.0,12.0
AR,05,2017Q1,0.00012467487904706834,1.0,12.0
AR,05,2017Q2,0.00012554215933834718,1.0,12.0
AR,05,2017Q3,0.00012618732693150115,1.0,12.0
AR,05,2017Q4,0.00012677662011944244,1.0,12.0
AR,05,2018Q1,0.00012870561273810755,1.0,12.0
AR,05,2018Q2,0.00013194147446385392,1.0,12.0
AR,05,2018Q3,0.00013255149707581628,1.0,12.0
AR,05,2018Q4,0.00013583162616333133,1.0,12.0
AR,05,2019Q1,0.0001337569652062578,1.0,12.0
AR,05,2019Q2,0.00013489665513083252,1.0,12.0
AR,05,2019Q3,0.0001380621026110102,1.0,12.0
AR,05,2019Q4,0.0001363085148440167,1.0,12.0
AR,05,2020Q1,0.00022585529277853282,1.0,12.0
AR,05,2020Q2,0.00017339140724074997,1.0,12.0
AR,05,2020Q3,0.00012126535504715616,1.0,12.0
AR,05,2020Q4,0.00013217786434014533,1.0,12.0
AR,05,2021Q1,0.00013166045078515651,1.0,12.0
AR,05,2021Q2,0.00013881580137822678,1.0,12.0
AR,05,2021Q3,0.0001442609058615398,1.0,12.0
AR,05,2021Q4,0.00014738861151451874,1.0,12.0
AR,05,2022Q1,0.00015087750119335315,1.0,12.0
AR,05,2022Q2,0.00014848644471231255,1.0,12.0
AR,05,2022Q3,0.00014573589265685043,1.0,12.0
AR,05,2022Q4,0.0001440584491793235,1.0,12.0
AR,05,2023Q1,0.00014663716895807656,1.0,12.0
CA,06,2001Q1,0.0001605100748608655,1.0,12.0
CA,06,2001Q2,0.00015470241845027112,1.0,12.0
CA,06,2001Q3,0.0001536903403951618,1.0,12.0
CA,06,2001Q4,0.00014914782913394369,1.0,12.0
CA,06,2002Q1,0.00014197734212963745,1.0,12.0
CA,06,2002Q2,0.00014104322938981304,1.0,12.0
CA,06,2002Q3,0.00014136776342508724,1.0,12.0
CA,06,2002Q4,0.0001374262115423728,1.0,12.0
CA,06,2003Q1,0.0001394634543748183,1.0,12.0
CA,06,2003Q2,0.00013440875572365342,1.0,12.0
CA,06,2003Q3,0.00013321579686716845,1.0,12.0
CA,06,2003Q4,0.0001362886480931777,1.0,12.0
CA,06,2004Q1,0.00013783838374167368,1.0,12.0
CA,06,2004Q2,0.00013823484589488467,1.0,12.0
CA,06,2004Q3,0.0001398554715161737,1.0,12.0
CA,06,2004Q4,0.00014194468875817516,1.0,12.0
CA,06,2005Q1,0.00014733580088757827,1.0,12.0
CA,06,2005Q2,0.0001457597717478634,1.0,12.0
CA,06,2005Q3,0.00014928077919090058,1.0,12.0
CA,06,2005Q4,0.00014516874782163634,1.0,12.0
CA,06,2006Q1,0.00014810011405152237,1.0,12.0
CA,06,2006Q2,0.00015011903145905348,1.0,12.0
CA,06,2006Q3,0.00014928062891973707,1.0,12.0
CA,06,2006Q4,0.00015087861239711432,1.0,12.0
CA,06,2007Q1,0.00014895946319265358,1.0,12.0
CA,06,2007Q2,0.00014896871778096238,1.0,12.0
CA,06,2007Q3,0.00015105181737532395,1.0,12.0
CA,06,2007Q4,0.00014773507886885846,1.0,12.0
CA,06,2008Q1,0.00014721835287943445,1.0,12.0
CA,06,2008Q2,0.0001451380468500771,1.0,12.0
CA,06,2008Q3,0.00014173959581640928,1.0,12.0
CA,06,2008Q4,0.00014138395387376326,1.0,12.0
CA,06,2009Q1,0.00013912844015657037,1.0,12.0
CA,06,2009Q2,0.00012488240125213863,1.0,12.0
CA,06,2009Q3,0.00011688193168073876,1.0,12.0
CA,06,2009Q4,0.00011494768684277109,1.0,12.0
CA,06,2010Q1,0.00011384613099204828,1.0,12.0
CA,06,2010Q2,0.00011231730945038885,1.0,12.0
CA,06,2010Q3,0.00011295782502553694,1.0,12.0
CA,06,2010Q4,0.0001149193485045563,1.0,12.0
CA,06,2011Q1,0.00011633777296015047,1.0,12.0
CA,06,2011Q2,0.00011783010387159675,1.0,12.0
CA,06,2011Q3,0.00011970155200185895,1.0,12.0
CA,06,2011Q4,0.00011930207270368997,1.0,12.0
CA,06,2012Q1,0.0001218768600463014,1.0,12.0
CA,06,2012Q2,0.00012527293841046953,1.0,12.0
CA,06,2012Q3,0.00012008774738821653,1.0,12.0
CA,06,2012Q4,0.000121539178192002,1.0,12.0
CA,06,2013Q1,0.00012269135123250865,1.0,12.0
CA,06,2013Q2,0.00012580568543038426,1.0,12.0
CA,06,2013Q3,0.0001289772832568082,1.0,12.0
CA,06,2013Q4,0.00012513025882420896,1.0,12.0
CA,06,2014Q1,0.0001290165535338176,1.0,12.0
CA,06,2014Q2,0.00013218396563815526,1.0,12.0
CA,06,2014Q3,0.00013664528818530577,1.0,12.0
CA,06,2014Q4,0.00013851256397027015,1.0,12.0
CA,06,2015Q1,0.00014278272141518317,1.0,12.0
CA,06,2015Q2,0.0001411802476502749,1.0,12.0
CA,06,2015Q3,0.00014376752887906762,1.0,12.0
CA,06,2015Q4,0.00014637344009710076,1.0,12.0
CA,06,2016Q1,0.0001489057469173695,1.0,12.0
CA,06,2016Q2,0.00014633042757945412,1.0,12.0
CA,06,2016Q3,0.0001450403452983868,1.0,12.0
CA,06,2016Q4,0.00014637245833961675,1.0,12.0
CA,06,2017Q1,0.0001506152867973822,1.0,12.0
CA,06,2017Q2,0.00015104045188956122,1.0,12.0
CA,06,2017Q3,0.00015296140940774622,1.0,12.0
CA,06,2017Q4,0.00015194305481639833,1.0,12.0
CA,06,2018Q1,0.00015363981723477428,1.0,12.0
CA,06,2018Q2,0.0001576178366567976,1.0,12.0
CA,06,2018Q3,0.00015866885613953654,1.0,12.0
CA,06,2018Q4,0.00016164768837520168,1.0,12.0
CA,06,2019Q1,0.00015902284567802214,1.0,12.0
CA,06,2019Q2,0.00016190687430124023,1.0,12.0
CA,06,2019Q3,0.0001648804462950493,1.0,12.0
CA,06,2019Q4,0.00016287908623182178,1.0,12.0
CA,06,2020Q1,0.0002693670924066641,1.0,12.0
CA,06,2020Q2,0.00020404259249490729,1.0,12.0
CA,06,2020Q3,0.0001400647779210223,1.0,12.0
CA,06,2020Q4,0.00015394158551155265,1.0,12.0
CA,06,2021Q1,0.00015344753297313364,1.0,12.0
CA,06,2021Q2,0.0001609673785111334,1.0,12.0
CA,06,2021Q3,0.00016788565894315435,1.0,12.0
CA,06,2021Q4,0.00017177940123813828,1.0,12.0
CA,06,2022Q1,0.00017505084703083154,1.0,12.0
CA,06,2022Q2,0.00017247704580883552,1.0,12.0
CA,06,2022Q3,0.00016925709605650492,1.0,12.0
CA,06,2022Q4,0.0001664852732608742,1.0,12.0
CA,06,2023Q1,0.00016750053930863,1.0,12.0
CO,08,2001Q1,0.00014837886847216518,0.9999999999999999,12.0
CO,08,2001Q2,0.00014322541078494623,0.9999999999999999,12.0
CO,08,2001Q3,0.00014235464941891806,0.9999999999999999,12.0
CO,08,2001Q4,0.00013789404370783686,0.9999999999999999,12.0
CO,08,2002Q1,0.0001313566212153493,0.9999999999999999,12.0
CO,08,2002Q2,0.00013027157577795805,0.9999999999999999,12.0
CO,08,2002Q3,0.00013047772296994524,0.9999999999999999,12.0
CO,08,2002Q4,0.00012705965460407,0.9999999999999999,12.0
CO,08,2003Q1,0.00012881564117623426,0.9999999999999999,12.0
CO,08,2003Q2,0.0001245538253505653,0.9999999999999999,12.0
CO,08,2003Q3,0.00012345260133248036,0.9999999999999999,12.0
CO,08,2003Q4,0.00012618926746826506,0.9999999999999999,12.0
CO,08,2004Q1,0.00012822597960406712,0.9999999999999999,12.0
CO,08,2004Q2,0.00012842997189153418,0.9999999999999999,12.0
CO,08,2004Q3,0.00012976728177818095,0.9999999999999999,12.0
CO,08,2004Q4,0.00013136413628717629,0.9999999999999999,12.0
CO,08,2005Q1,0.0001366401311135775,0.9999999999999999,12.0
CO,08,2005Q2,0.00013507190838756456,0.9999999999999999,12.0
CO,08,2005Q3,0.00013896290002859678,0.9999999999999999,12.0
CO,08,2005Q4,0.00013523852085338232,0.9999999999999999,12.0
CO,08,2006Q1,0.0001381890195087489,0.9999999999999999,12.0
CO,08,2006Q2,0.0001399022650436052,0.9999999999999999,12.0
CO,08,2006Q3,0.00013883245197344107,0.9999999999999999,12.0
CO,08,2006Q4,0.00014053694615574481,0.9999999999999999,12.0
CO,08,2007Q1,0.00013871301913017707,0.9999999999999999,12.0
CO,08,2007Q2,0.0001388776962054846,0.9999999999999999,12.0
CO,08,2007Q3,0.00014040798501134498,0.9999999999999999,12.0
