state,state_fips,quarter_label,bartik_ld,weight_sum,n_supersectors
ID,16,2012Q1,-0.07011663033716513,0.9999999999999999,12.0
ID,16,2012Q2,-0.011305983057190504,0.9999999999999999,12.0
ID,16,2012Q3,0.021499195453223922,0.9999999999999999,12.0
ID,16,2012Q4,0.06391098295766946,0.9999999999999999,12.0
ID,16,2013Q1,-0.11418242280901628,0.9999999999999999,12.0
ID,16,2013Q2,0.017314671956412647,0.9999999999999999,12.0
ID,16,2013Q3,-0.0694560966243728,0.9999999999999999,12.0
ID,16,2013Q4,-0.16675650421066007,0.9999999999999999,12.0
ID,16,2014Q1,0.06357788332034302,0.9999999999999999,12.0
ID,16,2014Q2,-0.09092620482481623,0.9999999999999999,12.0
ID,16,2014Q3,-0.1426115615591042,0.9999999999999999,12.0
ID,16,2014Q4,0.04964943511631813,0.9999999999999999,12.0
ID,16,2015Q1,-0.028511045304340767,0.9999999999999999,12.0
ID,16,2015Q2,-0.05402818592927159,0.9999999999999999,12.0
ID,16,2015Q3,-0.0049921443110119215,0.9999999999999999,12.0
ID,16,2015Q4,0.07157085267568408,0.9999999999999999,12.0
ID,16,2016Q1,-0.002911495150330896,0.9999999999999999,12.0
ID,16,2016Q2,-0.004339803097430521,0.9999999999999999,12.0
ID,16,2016Q3,-0.07589660204840053,0.9999999999999999,12.0
ID,16,2016Q4,-0.14800442529935523,0.9999999999999999,12.0
ID,16,2017Q1,-0.061638609982580354,0.9999999999999999,12.0
ID,16,2017Q2,-0.002192977374535094,0.9999999999999999,12.0
ID,16,2017Q3,-0.0950323677080565,0.9999999999999999,12.0
ID,16,2017Q4,-0.09715486247798058,0.9999999999999999,12.0
ID,16,2018Q1,-0.03670784064210586,0.9999999999999999,12.0
ID,16,2018Q2,0.004047251921088249,0.9999999999999999,12.0
ID,16,2018Q3,-0.026138537762375475,0.9999999999999999,12.0
ID,16,2018Q4,0.06888356998000814,0.9999999999999999,12.0
ID,16,2019Q1,-0.12499492031360383,0.9999999999999999,12.0
ID,16,2019Q2,-0.032881538221730414,0.9999999999999999,12.0
ID,16,2019Q3,-0.06291610598245254,0.9999999999999999,12.0
ID,16,2019Q4,-0.07041765914212905,0.9999999999999999,12.0
ID,16,2020Q1,1.084168914704733,0.9999999999999999,12.0
ID,16,2020Q2,0.416455760836613,0.9999999999999999,12.0
ID,16,2020Q3,-0.19883468645533398,0.9999999999999999,12.0
ID,16,2020Q4,0.017545034989706346,0.9999999999999999,12.0
ID,16,2021Q1,-0.22992154990680014,0.9999999999999999,12.0
ID,16,2021Q2,-0.28953345942359715,0.9999999999999999,12.0
ID,16,2021Q3,-0.2062424337762224,0.9999999999999999,12.0
ID,16,2021Q4,-0.3436403562770758,0.9999999999999999,12.0
ID,16,2022Q1,-0.1094785467711344,0.9999999999999999,12.0
ID,16,2022Q2,-0.13571752577274157,0.9999999999999999,12.0
ID,16,2022Q3,-0.16443351015223587,0.9999999999999999,12.0
ID,16,2022Q4,-0.2263585918017726,0.9999999999999999,12.0
ID,16,2023Q1,-0.05827961163798284,0.9999999999999999,12.0
IL,17,2001Q2,-0.0670401178704936,0.9999999999999999,12.0
IL,17,2001Q3,0.09116012233249896,0.9999999999999999,12.0
IL,17,2001Q4,0.08735150916069523,0.9999999999999999,12.0
IL,17,2002Q1,-0.12528059851197001,0.9999999999999999,12.0
IL,17,2002Q2,0.10674352434343175,0.9999999999999999,12.0
IL,17,2002Q3,0.03981152148283526,0.9999999999999999,12.0
IL,17,2002Q4,0.11340142366025055,0.9999999999999999,12.0
IL,17,2003Q1,0.02053588085110285,0.9999999999999999,12.0
IL,17,2003Q2,-0.01655635759450186,0.9999999999999999,12.0
IL,17,2003Q3,-0.11511573474782417,0.9999999999999999,12.0
IL,17,2003Q4,-0.03855185364176854,0.9999999999999999,12.0
IL,17,2004Q1,0.14363049385369095,0.9999999999999999,12.0
IL,17,2004Q2,-0.04818653688066463,0.9999999999999999,12.0
IL,17,2004Q3,0.04753771527090161,0.9999999999999999,12.0
IL,17,2004Q4,0.03172247306001752,0.9999999999999999,12.0
IL,17,2005Q1,0.03484897738813511,0.9999999999999999,12.0
IL,17,2005Q2,0.12792562697596302,0.9999999999999999,12.0
IL,17,2005Q3,-0.0112026515710025,0.9999999999999999,12.0
IL,17,2005Q4,0.057542759409996994,0.9999999999999999,12.0
IL,17,2006Q1,-0.037953741553855544,0.9999999999999999,12.0
IL,17,2006Q2,0.0791157531092439,0.9999999999999999,12.0
IL,17,2006Q3,0.05793047035456646,0.9999999999999999,12.0
IL,17,2006Q4,-0.03526722600721426,0.9999999999999999,12.0
IL,17,2007Q1,0.03554080657934345,0.9999999999999999,12.0
IL,17,2007Q2,0.06011524367957079,0.9999999999999999,12.0
IL,17,2007Q3,0.06034627516456688,0.9999999999999999,12.0
IL,17,2007Q4,0.03689432974012757,0.9999999999999999,12.0
IL,17,2008Q1,0.19667160301965064,0.9999999999999999,12.0
IL,17,2008Q2,0.035837579606316936,0.9999999999999999,12.0
IL,17,2008Q3,0.17402881818141427,0.9999999999999999,12.0
IL,17,2008Q4,0.34990334220463054,0.9999999999999999,12.0
IL,17,2009Q1,0.28273463441916435,0.9999999999999999,12.0
IL,17,2009Q2,0.04404529748174646,0.9999999999999999,12.0
IL,17,2009Q3,0.030612261387883775,0.9999999999999999,12.0
IL,17,2009Q4,-0.04632760715222375,0.9999999999999999,12.0
IL,17,2010Q1,0.007538426613687236,0.9999999999999999,12.0
IL,17,2010Q2,-0.07889609950197585,0.9999999999999999,12.0
IL,17,2010Q3,-0.06642856641436193,0.9999999999999999,12.0
IL,17,2010Q4,-0.04465049600995168,0.9999999999999999,12.0
IL,17,2011Q1,0.05247457787634144,0.9999999999999999,12.0
IL,17,2011Q2,-0.021580802183600638,0.9999999999999999,12.0
IL,17,2011Q3,-0.008843280820600447,0.9999999999999999,12.0
IL,17,2011Q4,-0.0635582798795644,0.9999999999999999,12.0
IL,17,2012Q1,-0.07972232040029716,0.9999999999999999,12.0
IL,17,2012Q2,-0.01958590618785675,0.9999999999999999,12.0
IL,17,2012Q3,-0.007213920635119353,0.9999999999999999,12.0
IL,17,2012Q4,0.05590988709503143,0.9999999999999999,12.0
IL,17,2013Q1,-0.12699689912389697,0.9999999999999999,12.0
IL,17,2013Q2,0.012309650861667474,0.9999999999999999,12.0
IL,17,2013Q3,-0.0684993838381299,0.9999999999999999,12.0
IL,17,2013Q4,-0.18933618819025128,0.9999999999999999,12.0
IL,17,2014Q1,0.07667971454720945,0.9999999999999999,12.0
IL,17,2014Q2,-0.08717765339085234,0.9999999999999999,12.0
IL,17,2014Q3,-0.14659447041477935,0.9999999999999999,12.0
IL,17,2014Q4,0.03294415282839659,0.9999999999999999,12.0
IL,17,2015Q1,-0.06155804925598378,0.9999999999999999,12.0
IL,17,2015Q2,-0.07422034666307777,0.9999999999999999,12.0
IL,17,2015Q3,-0.03030255798040489,0.9999999999999999,12.0
IL,17,2015Q4,0.049982160170350114,0.9999999999999999,12.0
IL,17,2016Q1,-0.02959441130778719,0.9999999999999999,12.0
IL,17,2016Q2,-0.01664123151361044,0.9999999999999999,12.0
IL,17,2016Q3,-0.08567937116805191,0.9999999999999999,12.0
IL,17,2016Q4,-0.13821579861059113,0.9999999999999999,12.0
IL,17,2017Q1,-0.06207252605236143,0.9999999999999999,12.0
IL,17,2017Q2,-0.010178641175508478,0.9999999999999999,12.0
IL,17,2017Q3,-0.08624551719616909,0.9999999999999999,12.0
IL,17,2017Q4,-0.09208338334050876,0.9999999999999999,12.0
IL,17,2018Q1,-0.026783876777218725,0.9999999999999999,12.0
IL,17,2018Q2,0.006383565991185317,0.9999999999999999,12.0
IL,17,2018Q3,-0.04016848797276681,0.9999999999999999,12.0
IL,17,2018Q4,0.08121781532284321,0.9999999999999999,12.0
IL,17,2019Q1,-0.13296625044360894,0.9999999999999999,12.0
IL,17,2019Q2,-0.03777262104200006,0.9999999999999999,12.0
IL,17,2019Q3,-0.06251199892263112,0.9999999999999999,12.0
IL,17,2019Q4,-0.09860566886503412,0.9999999999999999,12.0
IL,17,2020Q1,1.108958131811221,0.9999999999999999,12.0
IL,17,2020Q2,0.4296199725085885,0.9999999999999999,12.0
IL,17,2020Q3,-0.19360269146481363,0.9999999999999999,12.0
IL,17,2020Q4,0.023957467687690862,0.9999999999999999,12.0
IL,17,2021Q1,-0.21438743197170845,0.9999999999999999,12.0
IL,17,2021Q2,-0.27430176783204235,0.9999999999999999,12.0
IL,17,2021Q3,-0.17164888168115855,0.9999999999999999,12.0
IL,17,2021Q4,-0.31630518755254844,0.9999999999999999,12.0
IL,17,2022Q1,-0.07231249984240201,0.9999999999999999,12.0
IL,17,2022Q2,-0.07409249786831071,0.9999999999999999,12.0
IL,17,2022Q3,-0.12540883856288493,0.9999999999999999,12.0
IL,17,2022Q4,-0.1725295702361238,0.9999999999999999,12.0
IL,17,2023Q1,-0.03320716820988434,0.9999999999999999,12.0
IN,18,2001Q2,0.006691951820645451,1.0000000000000002,12.0
IN,18,2001Q3,0.1532028182835941,1.0000000000000002,12.0
IN,18,2001Q4,0.15117999726656406,1.0000000000000002,12.0
IN,18,2002Q1,-0.06965183784913595,1.0000000000000002,12.0
IN,18,2002Q2,0.14968799590830983,1.0000000000000002,12.0
IN,18,2002Q3,0.08588518711574154,1.0000000000000002,12.0
IN,18,2002Q4,0.16471616534033434,1.0000000000000002,12.0
IN,18,2003Q1,0.0670133001234624,1.0000000000000002,12.0
IN,18,2003Q2,0.020979724707893516,1.0000000000000002,12.0
IN,18,2003Q3,-0.08332350127251567,1.0000000000000002,12.0
IN,18,2003Q4,-0.010888235630119009,1.0000000000000002,12.0
IN,18,2004Q1,0.16914192396393066,1.0000000000000002,12.0
IN,18,2004Q2,-0.03459095423407518,1.0000000000000002,12.0
IN,18,2004Q3,0.07395341338130718,1.0000000000000002,12.0
IN,18,2004Q4,0.05721626051776103,1.0000000000000002,12.0
IN,18,2005Q1,0.04142324438623626,1.0000000000000002,12.0
IN,18,2005Q2,0.13903716334499558,1.0000000000000002,12.0
IN,18,2005Q3,0.007180827871693955,1.0000000000000002,12.0
IN,18,2005Q4,0.06152934969209269,1.0000000000000002,12.0
IN,18,2006Q1,-0.028425085219009154,1.0000000000000002,12.0
IN,18,2006Q2,0.0818469341732164,1.0000000000000002,12.0
IN,18,2006Q3,0.07290970919949716,1.0000000000000002,12.0
IN,18,2006Q4,-0.028072785987239553,1.0000000000000002,12.0
IN,18,2007Q1,0.04630133957417924,1.0000000000000002,12.0
IN,18,2007Q2,0.06943872316525067,1.0000000000000002,12.0
IN,18,2007Q3,0.0653857948076039,1.0000000000000002,12.0
IN,18,2007Q4,0.04379511600067209,1.0000000000000002,12.0
IN,18,2008Q1,0.18998534162138636,1.0000000000000002,12.0
IN,18,2008Q2,0.05512514914947439,1.0000000000000002,12.0
IN,18,2008Q3,0.18246400867725632,1.0000000000000002,12.0
IN,18,2008Q4,0.3769631023785312,1.0000000000000002,12.0
IN,18,2009Q1,0.32328644392317135,1.0000000000000002,12.0
IN,18,2009Q2,0.08144691078244261,1.0000000000000002,12.0
IN,18,2009Q3,0.0431988538832458,1.0000000000000002,12.0
IN,18,2009Q4,-0.032070394839568354,1.0000000000000002,12.0
IN,18,2010Q1,0.011025429083936347,1.0000000000000002,12.0
IN,18,2010Q2,-0.08120650173361423,1.0000000000000002,12.0
IN,18,2010Q3,-0.06561157320898622,1.0000000000000002,12.0
IN,18,2010Q4,-0.04401149616659602,1.0000000000000002,12.0
IN,18,2011Q1,0.042233303347074994,1.0000000000000002,12.0
IN,18,2011Q2,-0.036648802595539376,1.0000000000000002,12.0
IN,18,2011Q3,-0.020455607850138897,1.0000000000000002,12.0
IN,18,2011Q4,-0.08991981981678966,1.0000000000000002,12.0
IN,18,2012Q1,-0.10443615540255922,1.0000000000000002,12.0
IN,18,2012Q2,-0.0445597505321873,1.0000000000000002,12.0
IN,18,2012Q3,-0.025289633255679636,1.0000000000000002,12.0
IN,18,2012Q4,0.0333693766151072,1.0000000000000002,12.0
IN,18,2013Q1,-0.14195074904346866,1.0000000000000002,12.0
IN,18,2013Q2,-0.005497553841470722,1.0000000000000002,12.0
IN,18,2013Q3,-0.10135297580577113,1.0000000000000002,12.0
IN,18,2013Q4,-0.21996305998104035,1.0000000000000002,12.0
IN,18,2014Q1,0.03787710759357034,1.0000000000000002,12.0
IN,18,2014Q2,-0.11107318693199672,1.0000000000000002,12.0
IN,18,2014Q3,-0.1830374778993979,1.0000000000000002,12.0
IN,18,2014Q4,0.007722313823059596,1.0000000000000002,12.0
IN,18,2015Q1,-0.08182082158450726,1.0000000000000002,12.0
IN,18,2015Q2,-0.10538403008179464,1.0000000000000002,12.0
IN,18,2015Q3,-0.052199023890058024,1.0000000000000002,12.0
IN,18,2015Q4,0.03069205548248618,1.0000000000000002,12.0
IN,18,2016Q1,-0.052776854100272046,1.0000000000000002,12.0
IN,18,2016Q2,-0.03250104247037806,1.0000000000000002,12.0
IN,18,2016Q3,-0.10214025850060413,1.0000000000000002,12.0
IN,18,2016Q4,-0.16466316141357001,1.0000000000000002,12.0
IN,18,2017Q1,-0.08562311106300417,1.0000000000000002,12.0
IN,18,2017Q2,-0.03689803879770638,1.0000000000000002,12.0
IN,18,2017Q3,-0.11308554114349784,1.0000000000000002,12.0
IN,18,2017Q4,-0.10546716574424186,1.0000000000000002,12.0
IN,18,2018Q1,-0.042879238435259176,1.0000000000000002,12.0
IN,18,2018Q2,-0.007191503893548987,1.0000000000000002,12.0
IN,18,2018Q3,-0.04948374419830305,1.0000000000000002,12.0
IN,18,2018Q4,0.0682556337669096,1.0000000000000002,12.0
IN,18,2019Q1,-0.1464348167677072,1.0000000000000002,12.0
IN,18,2019Q2,-0.05607376315959298,1.0000000000000002,12.0
IN,18,2019Q3,-0.0885864110278366,1.0000000000000002,12.0
IN,18,2019Q4,-0.11337166931164747,1.0000000000000002,12.0
IN,18,2020Q1,1.1330801373221693,1.0000000000000002,12.0
IN,18,2020Q2,0.4516666553779747,1.0000000000000002,12.0
IN,18,2020Q3,-0.19598729376557916,1.0000000000000002,12.0
IN,18,2020Q4,0.012013564298618763,1.0000000000000002,12.0
IN,18,2021Q1,-0.24743188163294455,1.0000000000000002,12.0
IN,18,2021Q2,-0.2806112380636196,1.0000000000000002,12.0
IN,18,2021Q3,-0.18272161843419132,1.0000000000000002,12.0
IN,18,2021Q4,-0.3241741034867459,1.0000000000000002,12.0
IN,18,2022Q1,-0.0825942735291743,1.0000000000000002,12.0
IN,18,2022Q2,-0.09989947430321633,1.0000000000000002,12.0
IN,18,2022Q3,-0.14609251237493068,1.0000000000000002,12.0
IN,18,2022Q4,-0.19845160193392625,1.0000000000000002,12.0
IN,18,2023Q1,-0.0523409955666251,1.0000000000000002,12.0
IA,19,2001Q2,-0.01550438784446348,1.0,12.0
IA,19,2001Q3,0.13063098084506727,1.0,12.0
IA,19,2001Q4,0.13645119187919946,1.0,12.0
IA,19,2002Q1,-0.08072332350480294,1.0,12.0
IA,19,2002Q2,0.14958669138993352,1.0,12.0
IA,19,2002Q3,0.08075574606474936,1.0,12.0
IA,19,2002Q4,0.15199562695659066,1.0,12.0
IA,19,2003Q1,0.06131698294797615,1.0,12.0
IA,19,2003Q2,0.011872729718289919,1.0,12.0
IA,19,2003Q3,-0.08885214934662684,1.0,12.0
IA,19,2003Q4,-0.01907649451719949,1.0,12.0
IA,19,2004Q1,0.16512698504320383,1.0,12.0
IA,19,2004Q2,-0.03924196388463311,1.0,12.0
IA,19,2004Q3,0.06614525199185121,1.0,12.0
IA,19,2004Q4,0.05280446575565531,1.0,12.0
IA,19,2005Q1,0.043049389577131836,1.0,12.0
IA,19,2005Q2,0.13109288223335416,1.0,12.0
IA,19,2005Q3,-9.08281886421742e-06,1.0,12.0
IA,19,2005Q4,0.0629070333851692,1.0,12.0
IA,19,2006Q1,-0.023837441572560906,1.0,12.0
IA,19,2006Q2,0.08393615706373057,1.0,12.0
IA,19,2006Q3,0.06838384063861301,1.0,12.0
IA,19,2006Q4,-0.0290209209650983,1.0,12.0
IA,19,2007Q1,0.046870875268506994,1.0,12.0
IA,19,2007Q2,0.06964927150841567,1.0,12.0
IA,19,2007Q3,0.07330087482188972,1.0,12.0
IA,19,2007Q4,0.04232408578380143,1.0,12.0
IA,19,2008Q1,0.19687591275198849,1.0,12.0
IA,19,2008Q2,0.05475197944041786,1.0,12.0
IA,19,2008Q3,0.18464298591507813,1.0,12.0
IA,19,2008Q4,0.3705556831433194,1.0,12.0
IA,19,2009Q1,0.3135391297115518,1.0,12.0
IA,19,2009Q2,0.07849492673076473,1.0,12.0
IA,19,2009Q3,0.05045100293588715,1.0,12.0
IA,19,2009Q4,-0.029176133515375173,1.0,12.0
IA,19,2010Q1,0.012401080801503584,1.0,12.0
IA,19,2010Q2,-0.07605289399710226,1.0,12.0
IA,19,2010Q3,-0.06905338552768583,1.0,12.0
IA,19,2010Q4,-0.043361482164217945,1.0,12.0
IA,19,2011Q1,0.03960386859068504,1.0,12.0
IA,19,2011Q2,-0.043086937235262655,1.0,12.0
IA,19,2011Q3,-0.025629259211537157,1.0,12.0
IA,19,2011Q4,-0.08937891004619228,1.0,12.0
IA,19,2012Q1,-0.10217775618501056,1.0,12.0
IA,19,2012Q2,-0.038416632485937366,1.0,12.0
IA,19,2012Q3,-0.021660976528863923,1.0,12.0
IA,19,2012Q4,0.03626376394081743,1.0,12.0
IA,19,2013Q1,-0.13797986436448656,1.0,12.0
IA,19,2013Q2,-0.0006633788742191893,1.0,12.0
IA,19,2013Q3,-0.08295152898261199,1.0,12.0
IA,19,2013Q4,-0.19943247574608547,1.0,12.0
IA,19,2014Q1,0.05613239077060312,1.0,12.0
IA,19,2014Q2,-0.10007491154900996,1.0,12.0
IA,19,2014Q3,-0.1756141650769905,1.0,12.0
IA,19,2014Q4,0.014219279579740295,1.0,12.0
IA,19,2015Q1,-0.07543000473118994,1.0,12.0
IA,19,2015Q2,-0.09173797080597018,1.0,12.0
IA,19,2015Q3,-0.042178913330449416,1.0,12.0
IA,19,2015Q4,0.031944331524860814,1.0,12.0
IA,19,2016Q1,-0.049623368163538406,1.0,12.0
IA,19,2016Q2,-0.03126641732042797,1.0,12.0
IA,19,2016Q3,-0.1007077299129279,1.0,12.0
IA,19,2016Q4,-0.16019845353321932,1.0,12.0
IA,19,2017Q1,-0.0781408298782824,1.0,12.0
IA,19,2017Q2,-0.0326543989260161,1.0,12.0
IA,19,2017Q3,-0.10975030230752904,1.0,12.0
IA,19,2017Q4,-0.09798880231735486,1.0,12.0
IA,19,2018Q1,-0.04133017783524872,1.0,12.0
IA,19,2018Q2,-0.002747970061490527,1.0,12.0
IA,19,2018Q3,-0.04750253894873362,1.0,12.0
IA,19,2018Q4,0.06516958653275987,1.0,12.0
IA,19,2019Q1,-0.14227093001129767,1.0,12.0
IA,19,2019Q2,-0.05419397473293463,1.0,12.0
IA,19,2019Q3,-0.07720601965939922,1.0,12.0
IA,19,2019Q4,-0.11204252783872051,1.0,12.0
IA,19,2020Q1,1.1318698831431346,1.0,12.0
IA,19,2020Q2,0.4522733937116497,1.0,12.0
IA,19,2020Q3,-0.19909126202966207,1.0,12.0
IA,19,2020Q4,0.01050592502348594,1.0,12.0
IA,19,2021Q1,-0.24452008804393646,1.0,12.0
IA,19,2021Q2,-0.2842982255273473,1.0,12.0
IA,19,2021Q3,-0.18945951491073457,1.0,12.0
IA,19,2021Q4,-0.3348938316552426,1.0,12.0
IA,19,2022Q1,-0.09529414461796669,1.0,12.0
IA,19,2022Q2,-0.10811714259003521,1.0,12.0
IA,19,2022Q3,-0.14318590316819507,1.0,12.0
IA,19,2022Q4,-0.19461517779668822,1.0,12.0
IA,19,2023Q1,-0.05647311052198599,1.0,12.0
KS,20,2001Q2,-0.03000527494784811,1.0,12.0
KS,20,2001Q3,0.12396796965687384,1.0,12.0
KS,20,2001Q4,0.1231989075863221,1.0,12.0
KS,20,2002Q1,-0.09665289570633598,1.0,12.0
KS,20,2002Q2,0.13389442797342593,1.0,12.0
KS,20,2002Q3,0.06640152523551623,1.0,12.0
KS,20,2002Q4,0.13827784462847786,1.0,12.0
KS,20,2003Q1,0.04744806920630656,1.0,12.0
KS,20,2003Q2,0.005302323653664857,1.0,12.0
KS,20,2003Q3,-0.09697749105251248,1.0,12.0
KS,20,2003Q4,-0.024433848708600436,1.0,12.0
KS,20,2004Q1,0.15781149665067587,1.0,12.0
KS,20,2004Q2,-0.041166613732494195,1.0,12.0
KS,20,2004Q3,0.0549453915034011,1.0,12.0
KS,20,2004Q4,0.036940979079865,1.0,12.0
KS,20,2005Q1,0.028013024231327868,1.0,12.0
KS,20,2005Q2,0.12172472547910818,1.0,12.0
KS,20,2005Q3,-0.002174445955449517,1.0,12.0
KS,20,2005Q4,0.05690001940479672,1.0,12.0
KS,20,2006Q1,-0.03304879511661776,1.0,12.0
KS,20,2006Q2,0.07424094396685263,1.0,12.0
KS,20,2006Q3,0.059149919964977676,1.0,12.0
KS,20,2006Q4,-0.035464761682810465,1.0,12.0
KS,20,2007Q1,0.03892452534443209,1.0,12.0
KS,20,2007Q2,0.06064820035974691,1.0,12.0
KS,20,2007Q3,0.06227516096107671,1.0,12.0
KS,20,2007Q4,0.030257407503302435,1.0,12.0
KS,20,2008Q1,0.19245606051476039,1.0,12.0
KS,20,2008Q2,0.042051315904364873,1.0,12.0
KS,20,2008Q3,0.17070021557641435,1.0,12.0
KS,20,2008Q4,0.36548935069421096,1.0,12.0
KS,20,2009Q1,0.29621681770401176,1.0,12.0
KS,20,2009Q2,0.06337994277838341,1.0,12.0
KS,20,2009Q3,0.04009306450592595,1.0,12.0
KS,20,2009Q4,-0.03532001467112029,1.0,12.0
KS,20,2010Q1,0.007941540196439502,1.0,12.0
KS,20,2010Q2,-0.080985168334983,1.0,12.0
KS,20,2010Q3,-0.06901499800662517,1.0,12.0
KS,20,2010Q4,-0.04792496506244391,1.0,12.0
KS,20,2011Q1,0.039106912074986656,1.0,12.0
KS,20,2011Q2,-0.03364967434601631,1.0,12.0
KS,20,2011Q3,-0.02118737609542234,1.0,12.0
KS,20,2011Q4,-0.08473268553797261,1.0,12.0
KS,20,2012Q1,-0.09163116814920334,1.0,12.0
KS,20,2012Q2,-0.032772823004515166,1.0,12.0
KS,20,2012Q3,-0.01218227073034092,1.0,12.0
KS,20,2012Q4,0.040156048879325196,1.0,12.0
KS,20,2013Q1,-0.13671579093340733,1.0,12.0
KS,20,2013Q2,0.006508986774299211,1.0,12.0
KS,20,2013Q3,-0.07316237652264936,1.0,12.0
KS,20,2013Q4,-0.1915841882321065,1.0,12.0
KS,20,2014Q1,0.06765690235690472,1.0,12.0
KS,20,2014Q2,-0.09354754136765737,1.0,12.0
KS,20,2014Q3,-0.15737312979956863,1.0,12.0
KS,20,2014Q4,0.028247122630700904,1.0,12.0
KS,20,2015Q1,-0.06386923265473163,1.0,12.0
KS,20,2015Q2,-0.08152360572528558,1.0,12.0
KS,20,2015Q3,-0.035762026214096826,1.0,12.0
KS,20,2015Q4,0.04434365875198141,1.0,12.0
KS,20,2016Q1,-0.03740367492863001,1.0,12.0
KS,20,2016Q2,-0.02140570242113869,1.0,12.0
KS,20,2016Q3,-0.09415795514194704,1.0,12.0
KS,20,2016Q4,-0.15700172954651606,1.0,12.0
KS,20,2017Q1,-0.0734374862196677,1.0,12.0
KS,20,2017Q2,-0.019060830638481407,1.0,12.0
KS,20,2017Q3,-0.0996667330582165,1.0,12.0
KS,20,2017Q4,-0.09362370285619043,1.0,12.0
KS,20,2018Q1,-0.032554215876549115,1.0,12.0
KS,20,2018Q2,0.00307445257398735,1.0,12.0
KS,20,2018Q3,-0.03818554936961024,1.0,12.0
KS,20,2018Q4,0.07161709977291679,1.0,12.0
KS,20,2019Q1,-0.13227816507668316,1.0,12.0
KS,20,2019Q2,-0.04435731200121558,1.0,12.0
KS,20,2019Q3,-0.06900151833196219,1.0,12.0
KS,20,2019Q4,-0.09728404588452179,1.0,12.0
KS,20,2020Q1,1.1199901241595163,1.0,12.0
KS,20,2020Q2,0.44282747573170733,1.0,12.0
KS,20,2020Q3,-0.1989328877016734,1.0,12.0
KS,20,2020Q4,0.017256175383185836,1.0,12.0
KS,20,2021Q1,-0.23473706344849188,1.0,12.0
KS,20,2021Q2,-0.27854029777181305,1.0,12.0
KS,20,2021Q3,-0.1829839175572531,1.0,12.0
KS,20,2021Q4,-0.3217363458662794,1.0,12.0
KS,20,2022Q1,-0.08442780466539011,1.0,12.0
KS,20,2022Q2,-0.096633538144801,1.0,12.0
KS,20,2022Q3,-0.1364130984759665,1.0,12.0
KS,20,2022Q4,-0.18917619552733747,1.0,12.0
KS,20,2023Q1,-0.04357319655301027,1.0,12.0
KY,21,2001Q2,-0.031500476866275454,1.0,12.0
KY,21,2001Q3,0.12233403926248282,1.0,12.0
KY,21,2001Q4,0.12274326416392095,1.0,12.0
KY,21,2002Q1,-0.09481168674494013,1.0,12.0
KY,21,2002Q2,0.12750049944238617,1.0,12.0
KY,21,2002Q3,0.06717316103603979,1.0,12.0
KY,21,2002Q4,0.13566130767791085,1.0,12.0
KY,21,2003Q1,0.044237173340645225,1.0,12.0
KY,21,2003Q2,0.003584761996314066,1.0,12.0
KY,21,2003Q3,-0.10171663510178457,1.0,12.0
KY,21,2003Q4,-0.02362306579452043,1.0,12.0
KY,21,2004Q1,0.1611829638181773,1.0,12.0
KY,21,2004Q2,-0.04060238163534259,1.0,12.0
KY,21,2004Q3,0.05794796651909076,1.0,12.0
KY,21,2004Q4,0.045831876348392996,1.0,12.0
KY,21,2005Q1,0.03412832071262473,1.0,12.0
KY,21,2005Q2,0.13043794147585042,1.0,12.0
KY,21,2005Q3,0.0007971266336486323,1.0,12.0
KY,21,2005Q4,0.059775197714231884,1.0,12.0
KY,21,2006Q1,-0.03546471226096154,1.0,12.0
KY,21,2006Q2,0.07012157481754329,1.0,12.0
KY,21,2006Q3,0.06293948813561676,1.0,12.0
KY,21,2006Q4,-0.04099528379851089,1.0,12.0
KY,21,2007Q1,0.036101846920924004,1.0,12.0
KY,21,2007Q2,0.05964412175807937,1.0,12.0
KY,21,2007Q3,0.05501205554629183,1.0,12.0
KY,21,2007Q4,0.033284055110156995,1.0,12.0
KY,21,2008Q1,0.1916166291280847,1.0,12.0
KY,21,2008Q2,0.04174406847116945,1.0,12.0
KY,21,2008Q3,0.17456169632000473,1.0,12.0
KY,21,2008Q4,0.35925120637718694,1.0,12.0
KY,21,2009Q1,0.2971161362563548,1.0,12.0
KY,21,2009Q2,0.0637212667959256,1.0,12.0
KY,21,2009Q3,0.0403304901519941,1.0,12.0
KY,21,2009Q4,-0.03551200433135799,1.0,12.0
KY,21,2010Q1,0.002554816271390702,1.0,12.0
KY,21,2010Q2,-0.08443992563856592,1.0,12.0
KY,21,2010Q3,-0.07541378792234991,1.0,12.0
KY,21,2010Q4,-0.048745943003425926,1.0,12.0
KY,21,2011Q1,0.03377915959999952,1.0,12.0
KY,21,2011Q2,-0.04127651446672838,1.0,12.0
KY,21,2011Q3,-0.021612903016187596,1.0,12.0
KY,21,2011Q4,-0.08438608834836969,1.0,12.0
KY,21,2012Q1,-0.0957175460993961,1.0,12.0
KY,21,2012Q2,-0.033242089322233784,1.0,12.0
KY,21,2012Q3,-0.012353355865271762,1.0,12.0
KY,21,2012Q4,0.04188449266589866,1.0,12.0
KY,21,2013Q1,-0.13218606849223818,1.0,12.0
KY,21,2013Q2,0.004498617950629561,1.0,12.0
KY,21,2013Q3,-0.08135573508984661,1.0,12.0
KY,21,2013Q4,-0.19618131582521667,1.0,12.0
KY,21,2014Q1,0.06220069819517944,1.0,12.0
KY,21,2014Q2,-0.09425755513796703,1.0,12.0
