,state_fips,industry_code,emp_state_ind,emp_state_total,emp_nat_ind,share,emp_nat_loo,share_of_nat
210,26,10,31028,3595759,1776779,0.008629054394357353,1745751,0.017463060965938925
211,26,20,175278,3595759,7589577,0.048745758544997034,7414299,0.023094567720967848
212,26,30,649203,3595759,14108909,0.18054686089918706,13459706,0.046013692483238784
213,26,40,786053,3595759,25978749,0.21860558507953398,25192696,0.030257538575086892
214,26,50,65252,3595759,3018358,0.018146933651560074,2953106,0.02161837661403982
215,26,55,210249,3595759,8135115,0.05847138253703877,7924866,0.02584462542938852
216,26,60,581769,3595759,17325563,0.16179310126179203,16743794,0.03357864907478043
217,26,65,562870,3595759,16829499,0.1565371872809051,16266629,0.03344544005736594
218,26,70,403143,3595759,12970494,0.1121162458329382,12567351,0.031081545544834298
219,26,80,130914,3595759,4308397,0.036407890517690424,4177483,0.03038577921208282
220,27,10,22401,2295665,1776779,0.00975795684474869,1754378,0.01260764563291214
221,27,20,126393,2295665,7589577,0.055057249206656896,7463184,0.016653497289769906
222,27,30,345757,2295665,14108909,0.15061300320386467,13763152,0.02450628889873767
223,27,40,522327,2295665,25978749,0.22752753559426137,25456422,0.020105933507421778
224,27,50,58009,2295665,3018358,0.02526893078911775,2960349,0.01921872753331447
225,27,55,178417,2295665,8135115,0.0777190922891624,7956698,0.021931712090117964
226,27,60,320928,2295665,17325563,0.13979740075315866,17004635,0.018523380740931766
227,27,65,390104,2295665,16829499,0.16993071724315176,16439395,0.023179774989142577
228,27,70,244200,2295665,12970494,0.10637440567330164,12726294,0.018827347670798043
229,27,80,87129,2295665,4308397,0.03795370840257616,4221268,0.02022306672295984
230,28,10,20669,890160,1776779,0.02321942122764447,1756110,0.01163284797940543
231,28,20,57448,890160,7589577,0.06453671250112339,7532129,0.0075693283038040194
232,28,30,175718,890160,14108909,0.19740046733171565,13933191,0.01245440026581786
233,28,40,224844,890160,25978749,0.2525882987328121,25753905,0.00865492021959949
234,28,50,13701,890160,3018358,0.015391614990563494,3004657,0.004539222981501863
235,28,55,45724,890160,8135115,0.0513660465534286,8089391,0.005620572050917535
236,28,60,93880,890160,17325563,0.1054641862137144,17231683,0.00541858293436121
237,28,65,115313,890160,16829499,0.12954188011144063,16714186,0.006851837954296797
238,28,70,119135,890160,12970494,0.133835490248944,12851359,0.009185078070272419
239,28,80,23728,890160,4308397,0.026655882088613282,4284669,0.00550738476514583
240,29,10,16619,2280566,1776779,0.007287226065809979,1760160,0.00935344238084759
241,29,20,147806,2280566,7589577,0.06481110391016967,7441771,0.01947486664935345
242,29,30,306961,2280566,14108909,0.13459860403075377,13801948,0.02175653695122706
243,29,40,540284,2280566,25978749,0.23690785533065037,25438465,0.020797152318612417
244,29,50,62984,2280566,3018358,0.027617705429266243,2955374,0.02086697469286281
245,29,55,158719,2280566,8135115,0.06959631951015668,7976396,0.01951035725985435
246,29,60,331395,2280566,17325563,0.1453126109921835,16994168,0.019127516952840148
247,29,65,353375,2280566,16829499,0.15495056928850118,16476124,0.020997357081158505
248,29,70,278385,2280566,12970494,0.1220683812702636,12692109,0.02146294505051234
249,29,80,84038,2280566,4308397,0.03684962417224496,4224359,0.019505630516407843
250,30,10,11726,346010,1776779,0.033889193953931966,1765053,0.0065995827280714145
251,30,20,30136,346010,7589577,0.08709574867778389,7559441,0.0039707087759963434
252,30,30,20168,346010,14108909,0.05828733273604809,14088741,0.001429451419666822
253,30,40,86444,346010,25978749,0.24983092974191498,25892305,0.0033274889410571697
254,30,50,7736,346010,3018358,0.022357735325568624,3010622,0.0025629829198524495
255,30,55,22008,346010,8135115,0.06360509811855149,8113107,0.002705309021445917
256,30,60,38016,346010,17325563,0.10986965694633104,17287547,0.002194214410233018
257,30,65,57184,346010,16829499,0.1652668998005838,16772315,0.003397843275073132
258,30,70,56759,346010,12970494,0.16403861160082078,12913735,0.00437600911730887
259,30,80,15833,346010,4308397,0.04575879309846536,4292564,0.0036749166801480922
