,state_fips,industry_code,emp_state_ind,emp_state_total,emp_nat_ind,share,emp_nat_loo,share_of_nat
355,40,55,80656,1191596,8135115,0.06768737055176419,8054459,0.009914549456276893
356,40,60,175854,1191596,17325563,0.14757854172051602,17149709,0.01014997319279033
357,40,65,180309,1191596,16829499,0.15131722496550845,16649190,0.010713866170347674
358,40,70,137104,1191596,12970494,0.11505913077922383,12833390,0.01057045321481202
359,40,80,36164,1191596,4308397,0.030349212316926208,4272233,0.008393841143237265
360,41,10,49945,1432664,1776779,0.0348616284069398,1726834,0.02810985496789415
361,41,20,99825,1432664,7589577,0.06967788678992423,7489752,0.013152906940663492
362,41,30,206697,1432664,14108909,0.1442745821769794,13902212,0.014650105121522861
363,41,40,332890,1432664,25978749,0.23235734268467695,25645859,0.012813934958915843
364,41,50,34846,1432664,3018358,0.024322520842291005,2983512,0.011544687542034443
365,41,55,89239,1432664,8135115,0.062288854888515384,8045876,0.010969605223773727
366,41,60,194271,1432664,17325563,0.13560122959744922,17131292,0.01121296895229321
367,41,65,198677,1432664,16829499,0.13867661922125496,16630822,0.011805283092503229
368,41,70,164615,1432664,12970494,0.11490133066790259,12805879,0.012691498103310482
369,41,80,61659,1432664,4308397,0.04303800472406649,4246738,0.014311355244189429
370,42,10,42999,4890598,1776779,0.008792176335082131,1733780,0.024200533662318162
371,42,20,261541,4890598,7589577,0.053478327190253624,7328036,0.034460550304713955
372,42,30,672365,4890598,14108909,0.1374811423879043,13436544,0.04765535024713817
373,42,40,1117725,4890598,25978749,0.2285456706930318,24861024,0.043024589059311516
374,42,50,108596,4890598,3018358,0.022205055496280823,2909762,0.03597850221875602
375,42,55,335179,4890598,8135115,0.0685353815627455,7799936,0.04120150729276722
376,42,60,677753,4890598,17325563,0.13858284815067606,16647810,0.03911867106425344
377,42,65,994934,4890598,16829499,0.20343810715990152,15834565,0.05911845622974279
378,42,70,491168,4890598,12970494,0.10043107202841044,12479326,0.03786810278775812
379,42,80,188338,4890598,4308397,0.038510218995713816,4120059,0.04371417025868322
380,44,10,1121,417432,1776779,0.0026854673336016406,1775658,0.0006309169570329231
381,44,20,22791,417432,7589577,0.05459811418386707,7566786,0.0030029341556189497
382,44,30,52730,417432,14108909,0.12631997546905843,14056179,0.0037373548869016025
383,44,40,79256,417432,25978749,0.18986565476532705,25899493,0.003050801252977963
384,44,50,10995,417432,3018358,0.026339619387109756,3007363,0.0036427090490922546
385,44,55,33368,417432,8135115,0.07993637287031181,8101747,0.004101724437822944
386,44,60,56141,417432,17325563,0.13449136625845648,17269422,0.0032403564605663895
387,44,65,92656,417432,16829499,0.2219666915809042,16736843,0.005505570902615699
388,44,70,50234,417432,12970494,0.1203405584622166,12920260,0.003872944237898726
389,44,80,18140,417432,4308397,0.04345617968914697,4290257,0.0042103826550803
390,45,10,14111,1531453,1776779,0.009214125409007002,1762668,0.007941899358333254
391,45,20,126275,1531453,7589577,0.08245437502815953,7463302,0.016637949651212444
392,45,30,253811,1531453,14108909,0.1657321511009479,13855098,0.01798941363928281
393,45,40,368720,1531453,25978749,0.2407648161582497,25610029,0.01419313916924945
394,45,50,27631,1531453,3018358,0.01804234279471848,2990727,0.009154315028237207
395,45,55,97552,1531453,8135115,0.06369898390613359,8037563,0.011991471540353148
396,45,60,214788,1531453,17325563,0.14025112099424533,17110775,0.012397172894179543
397,45,65,170190,1531453,16829499,0.11112975716525417,16659309,0.010112600499872278
398,45,70,209467,1531453,12970494,0.13677664283526822,12761027,0.016149500551019876
399,45,80,48908,1531453,4308397,0.031935684608016046,4259489,0.011351785826607902
400,46,10,4099,314785,1776779,0.013021586161983576,1772680,0.0023069835922194036
401,46,20,21833,314785,7589577,0.06935845100624236,7567744,0.0028767084120761934
402,46,30,41395,314785,14108909,0.13150245405594294,14067514,0.0029339617967625987
403,46,40,79334,314785,25978749,0.2520259859904379,25899415,0.003053803707022228
404,46,50,6953,314785,3018358,0.022088091872230254,3011405,0.002303570351827053
405,46,55,29158,314785,8135115,0.09262830185682291,8105957,0.0035842148512958945
406,46,60,25633,314785,17325563,0.08143018250551964,17299930,0.0014794901614452586
407,46,65,53601,314785,16829499,0.17027812634020045,16775898,0.0031849432951034373
408,46,70,42467,314785,12970494,0.134907953047318,12928027,0.003274123560752582
409,46,80,10312,314785,4308397,0.03275886716330194,4298085,0.002393465597529661
410,47,10,10195,2323679,1776779,0.004387439056771611,1766584,0.005737911130196833
411,47,20,130251,2323679,7589577,0.05605378367666102,7459326,0.01716182601480952
412,47,30,399213,2323679,14108909,0.17180212929582786,13709696,0.028295100634641558
413,47,40,603477,2323679,25978749,0.2597075585741404,25375272,0.02322964050347459
414,47,50,49085,2323679,3018358,0.021123829926594853,2969273,0.01626215313094073
415,47,55,142411,2323679,8135115,0.06128686449376183,7992704,0.017505714424442678
416,47,60,320065,2323679,17325563,0.13774062596425754,17005498,0.018473569949790377
417,47,65,328328,2323679,16829499,0.141296624878049,16501171,0.019509077483530556
418,47,70,270190,2323679,12970494,0.11627681792536748,12700304,0.020831126401199523
419,47,80,70464,2323679,4308397,0.030324326208568394,4237933,0.016355038776602993
420,48,10,247356,8223073,1776779,0.030080725295762303,1529423,0.13921596326836372
421,48,20,605600,8223073,7589577,0.07364643363861662,6983977,0.07979364330844789
422,48,30,926610,8223073,14108909,0.11268415104669507,13182299,0.06567552459229839
423,48,40,2034037,8223073,25978749,0.24735728358485934,23944712,0.0782961873953207
424,48,50,222814,8223073,3018358,0.02709619627601506,2795544,0.07381960655429211
425,48,55,619559,8223073,8135115,0.07534397420526365,7515556,0.07615860378126185
426,48,60,1229932,8223073,17325563,0.149570847784034,16095631,0.07098943913106893
427,48,65,1116081,8223073,16829499,0.13572553715624316,15713418,0.0663169474028906
428,48,70,942155,8223073,12970494,0.1145745635482015,12028339,0.07263832819320529
429,48,80,278929,8223073,4308397,0.033920287464309265,4029468,0.06474078410137227
430,49,10,14456,977868,1776779,0.01478318137008267,1762323,0.008136070946358551
431,49,20,95115,977868,7589577,0.0972677293867884,7494462,0.012532318994853072
432,49,30,122215,977868,14108909,0.12498108129113542,13986694,0.008662257301397294
433,49,40,232209,977868,25978749,0.23746456576961308,25746540,0.008938421168779144
434,49,50,31306,977868,3018358,0.03201454593053459,2987052,0.010371864437551809
435,49,55,71413,977868,8135115,0.07302928411605657,8063702,0.008778363919870831
436,49,60,152788,977868,17325563,0.15624603729746755,17172775,0.00881864560476332
437,49,65,120815,977868,16829499,0.12354939521489608,16708684,0.007178763907351015
438,49,70,108363,977868,12970494,0.11081557019965885,12862131,0.008354577705367275
439,49,80,29188,977868,4308397,0.029848609423766808,4279209,0.006774677449640783
440,50,10,3048,251594,1776779,0.01211475631374357,1773731,0.001715463768988715
441,50,20,17334,251594,7589577,0.06889671454804168,7572243,0.0022839217521608913
442,50,30,36233,251594,14108909,0.14401376821386838,14072676,0.0025680936775479947
443,50,40,59331,251594,25978749,0.23582040907175847,25919418,0.002283828216670479
444,50,50,6056,251594,3018358,0.024070526324157175,3012302,0.002006388904165775
445,50,55,12945,251594,8135115,0.051451942415160934,8122170,0.0015912497856514628
446,50,60,22243,251594,17325563,0.08840830862421202,17303320,0.0012838255241691137
447,50,65,52015,251594,16829499,0.2067418141927073,16777484,0.0030907040072910073
448,50,70,33419,251594,12970494,0.13282908177460512,12937075,0.0025765402613038488
449,50,80,8970,251594,4308397,0.03565267852174535,4299427,0.0020819808388131363
450,51,10,22092,2971552,1776779,0.0074344988746621295,1754687,0.012433735427985135
451,51,20,249270,2971552,7589577,0.0838854578348284,7340307,0.03284372765438706
452,51,30,288264,2971552,14108909,0.09700789351826924,13820645,0.020431345896411976
453,51,40,657061,2971552,25978749,0.2211171132122204,25321688,0.025292249445883635
454,51,50,91782,2971552,3018358,0.03088689008302732,2926576,0.030407923778425223
455,51,55,192470,2971552,8135115,0.06477086721013127,7942645,0.0236591615484231
456,51,60,629471,2971552,17325563,0.2118324027309635,16696092,0.036331921796711596
457,51,65,377108,2971552,16829499,0.12690607467074444,16452391,0.022407559488253334
458,51,70,338612,2971552,12970494,0.11395122817975253,12631882,0.026106330260050235
459,51,80,125422,2971552,4308397,0.04220757368540076,4182975,0.029111059171195226
460,53,10,87358,2345531,1776779,0.037244444861312856,1689421,0.04916649735279402
461,53,20,182170,2345531,7589577,0.0776668481465391,7407407,0.024002655220442457
462,53,30,281481,2345531,14108909,0.12000736720171254,13827428,0.019950585831973257
463,53,40,526402,2345531,25978749,0.22442764559496337,25452347,0.020262792484734348
464,53,50,97725,2345531,3018358,0.04166433954614115,2920633,0.03237687510891683
465,53,55,153026,2345531,8135115,0.06524151673970628,7982089,0.018810551541066107
466,53,60,320487,2345531,17325563,0.1366372902340664,17005076,0.01849792702263124
467,53,65,317865,2345531,16829499,0.13551941969643547,16511634,0.01888737151355486
468,53,70,267242,2345531,12970494,0.1139366736146314,12703252,0.02060384130319169
469,53,80,111775,2345531,4308397,0.04765445436449145,4196622,0.025943523774619656
470,54,10,28995,567364,1776779,0.051104758144683134,1747784,0.01631885563708261
471,54,20,39598,567364,7589577,0.06979293716203354,7549979,0.005217418572866446
472,54,30,61007,567364,14108909,0.10752709019253953,14047902,0.0043240054918491574
473,54,40,138992,567364,25978749,0.24497853230025168,25839757,0.005350219134878281
474,54,50,11513,567364,3018358,0.02029208761923562,3006845,0.0038143255372623127
475,54,55,28725,567364,8135115,0.050628873174893015,8106390,0.003530988805935749
476,54,60,59633,567364,17325563,0.10510536445738539,17265930,0.0034419083524154454
477,54,65,106329,567364,16829499,0.18740878871412356,16723170,0.006318013388277334
478,54,70,70805,567364,12970494,0.12479642698514534,12899689,0.005458928549675903
479,54,80,21767,567364,4308397,0.03836514124970918,4286630,0.00505222708120909
480,55,10,22043,2377274,1776779,0.009272385093178152,1754736,0.012406157434323571
481,55,20,127348,2377274,7589577,0.05356891969541584,7462229,0.016779327754366285
482,55,30,505599,2377274,14108909,0.2126801538232446,13603310,0.035835442697943545
483,55,40,541211,2377274,25978749,0.22766033700785016,25437538,0.02083283533013849
484,55,50,49302,2377274,3018358,0.0207388799103511,2969056,0.01633404652463359
485,55,55,157548,2377274,8135115,0.06627254578142865,7977567,0.01936641338198661
486,55,60,270595,2377274,17325563,0.11382575168028591,17054968,0.015618251481928755
487,55,65,359597,2377274,16829499,0.15126443144542867,16469902,0.021367065056422652
488,55,70,259380,2377274,12970494,0.10910816338377487,12711114,0.0199976963097936
489,55,80,84651,2377274,4308397,0.03560843217904205,4223746,0.019647910812304437
490,56,10,28815,207465,1776779,0.13889089725977877,1747964,0.01621754872159115
491,56,20,23942,207465,7589577,0.11540259802858313,7565635,0.0031545895113785655
492,56,30,10146,207465,14108909,0.04890463451666546,14098763,0.0007191200963873252
493,56,40,49852,207465,25978749,0.2402911334441954,25928897,0.001918953064291125
494,56,50,4173,207465,3018358,0.020114236136215748,3014185,0.0013825397782502938
495,56,55,11117,207465,8135115,0.05358494203841612,8123998,0.0013665449105513567
496,56,60,17048,207465,17325563,0.08217289663316704,17308515,0.0009839795682252865
497,56,65,21561,207465,16829499,0.10392596341551587,16807938,0.0012811433067615383
498,56,70,32611,207465,12970494,0.15718795941484107,12937883,0.0025142450241293817
499,56,80,8200,207465,4308397,0.03952473911262141,4300197,0.0019032600756151302
