h,beta,se,tstat,pval,partial_f,ci90_lo,ci90_hi,ci95_lo,ci95_hi,delta_h,delta_h_se,delta_h_t,delta_h_p,nobs,r2,n_clusters,qt_range,outcome,instr_sd
0,0.22644891274714107,0.06271843667498767,3.610563731373262,0.00030553221304742444,13.036170458308012,0.12327708441678638,0.3296207410774958,0.10352077686416528,0.3493770486301169,,,,,3750,0.6519115731053129,50,2001Q2–2019Q4,unemp,12.89123289787742
1,0.42538610235427476,0.12096585859880202,3.516579862133823,0.0004371451284524221,12.366333926765138,0.22639726495924545,0.624374939749304,0.1882930195006228,0.6624791852079267,,,,,3700,0.7162516981824022,50,2001Q2–2019Q3,unemp,12.89123289787742
2,0.585354620930971,0.17719040285034465,3.303534567983135,0.0009547419776956429,10.91334064185952,0.29387640824215405,0.876832833619788,0.23806143134429553,0.9326478105176464,,,,,3650,0.7630007861733097,50,2001Q2–2019Q2,unemp,12.89123289787742
3,0.7194389638801066,0.22743309807350112,3.163299317356177,0.0015599185867765835,10.006462571186058,0.34531151754919726,1.093566410211016,0.27367009165604445,1.165207836104169,,,,,3600,0.796348515888919,50,2001Q2–2019Q1,unemp,12.89123289787742
4,0.823127186750029,0.27445763250202504,2.9991047406705142,0.0027077420352566613,8.994629245512353,0.3716443812841979,1.2746099922158602,0.28519022704606,1.361064146453998,,,,,3550,0.8205694553349544,50,2001Q2–2018Q4,unemp,12.89123289787742
5,0.925372438202094,0.3236157460218505,2.85947902590504,0.004243374777135452,8.176620299590837,0.3930245359961499,1.4577203404080383,0.291085575999267,1.559659300404921,,,,,3500,0.838572590466397,50,2001Q2–2018Q3,unemp,12.89123289787742
6,1.055279752835823,0.36667706710804987,2.8779540568455038,0.004002634278408555,8.282619553313493,0.4520959774430811,1.6584635282285651,0.3365927013040454,1.773966804367601,,,,,3450,0.8528641928831312,50,2001Q2–2018Q2,unemp,12.89123289787742
7,1.2099665054017257,0.40351952669454716,2.998532723591431,0.0027128302178462183,8.991198494448646,0.5461768839891956,1.8737561268142557,0.41906823308041324,2.000864777723038,,,,,3400,0.8653277280834277,50,2001Q2–2018Q1,unemp,12.89123289787742
8,1.3676089467990695,0.4390145570131219,3.1151790412229823,0.0018383328949669855,9.70434045887494,0.6454300005124839,2.089787893085655,0.5071404150533505,2.2280774785447885,,,,,3350,0.87629337235548,50,2001Q2–2017Q4,unemp,12.89123289787742
9,1.5030513271727741,0.47144694853033237,3.1881664137573043,0.0014317810903861931,10.164405081810111,0.7275210968403774,2.2785815575051713,0.5790153080533227,2.4270873462922253,,,,,3300,0.8856441604956782,50,2001Q2–2017Q3,unemp,12.89123289787742
10,1.6192021888693429,0.49421541692063575,3.2763085355740014,0.0010517359645537045,10.734197620275058,0.8062178280348969,2.4321865497037884,0.6505399717048965,2.587864406033789,,,,,3250,0.8938734111513401,50,2001Q2–2017Q2,unemp,12.89123289787742
11,1.7016117679384595,0.5166328857369744,3.293657478871323,0.0009889292722530024,10.848179588125,0.8517506709011364,2.551472864975782,0.6890113118939897,2.7142122239829294,,,,,3200,0.901400045712732,50,2001Q2–2017Q1,unemp,12.89123289787742
12,1.7938996543486598,0.5318569969219029,3.3728984759639693,0.0007438137286798378,11.376444129160067,0.9189948944121296,2.66880441428519,0.75145994038173,2.8363393683155897,,,,,3150,0.9084319762447413,50,2001Q2–2016Q4,unemp,12.89123289787742
13,1.9028174519254923,0.5387467105852091,3.5319333084346316,0.00041253338223005027,12.474552895230003,1.0165791130128237,2.7890557908381615,0.8468738991784827,2.9587610046725024,,,,,3100,0.9151203637513581,50,2001Q2–2016Q3,unemp,12.89123289787742
14,1.9745774046275493,0.5417863900616664,3.6445681191858696,0.00026784119032909146,13.282876775386027,1.083338792976108,2.8658160162789903,0.9126760801066832,3.036478729148415,,,,,3050,0.9213944303375023,50,2001Q2–2016Q2,unemp,12.89123289787742
15,2.038000910145191,0.5384880029976338,3.784672822421536,0.00015391092340287532,14.323748372776194,1.1521881452140834,2.9238136750762984,0.9825644242698288,3.0934373960205535,,,,,3000,0.927423367976354,50,2001Q2–2016Q1,unemp,12.89123289787742
16,2.0518778778969753,0.5333172262700826,3.8473872150116204,0.00011938420594479611,14.802388382234872,1.1745710406826895,2.929184715111261,1.0065761144076133,3.097179641386337,,,,,2950,0.9329532026896962,50,2001Q2–2015Q4,unemp,12.89123289787742
17,2.038494478101577,0.5293383600042288,3.8510235269654207,0.00011762519706680729,14.830382205241188,1.1677328758946204,2.9092560803085337,1.0009912924932884,3.0759976637098654,,,,,2900,0.9380612854243101,50,2001Q2–2015Q3,unemp,12.89123289787742
18,2.001295862028209,0.5277410489667709,3.7921929058700528,0.00014932284705523565,14.380727035331155,1.1331618364778708,2.869429887578547,0.9669234060533378,3.0356683180030797,,,,,2850,0.9428845919286184,50,2001Q2–2015Q2,unemp,12.89123289787742
19,1.9482289445736105,0.5222870732925622,3.730187944901134,0.00019133698949832766,13.914302104285747,1.0890667090073456,2.8073911801398754,0.9245462809201886,2.9719116082270323,,,,,2800,0.9480277714518024,50,2001Q2–2015Q1,unemp,12.89123289787742
20,1.8786553234527286,0.5129723027976062,3.662293876700696,0.0002499668648920067,13.412396439319414,1.0348158853506664,2.7224947615547905,0.8732296099694205,2.8840810369360366,,,,,2750,0.9515150055557831,50,2001Q2–2014Q4,unemp,12.89123289787742
