h,orig_tstat,wcb_pval
0,0.6933007784762472,0.7747747747747747
2,0.34349234628479164,0.9229229229229229
4,0.42977989686890256,0.9079079079079079
8,1.2781981466321637,0.7017017017017017
12,2.483835942254804,0.3943943943943944
16,3.6097448308694875,0.24124124124124124
