h,beta,se,tstat,pval,partial_f,ci90_lo,ci90_hi,ci95_lo,ci95_hi,nobs,r2,n_clusters,qt_range,outcome,gfc_h,gfc_h_se,gfc_h_t,gfc_h_p,gfc_out_h,gfc_out_p,instr_sd
0,0.20248840680660748,0.05089185434416204,3.9787979710319896,6.926456534467588e-05,15.830833294288277,0.11877130641046092,0.286205507202754,0.10274037229204988,0.30223644132116506,3800,0.6524847351020937,50,2001Q1-2019Q4,unemp,0.8504146571529275,0.3646434372111629,2.332181441840834,0.019691148041392024,1.2363444572993318,3.7247435202495966e-13,17.397666022769997
1,0.3995073094219416,0.09574013036891516,4.172830221585466,3.008391180513244e-05,17.412512058177008,0.2420147949650762,0.5569998238788071,0.21185665389886793,0.5871579649450153,3750,0.7173887289054872,50,2001Q1-2019Q3,unemp,1.5173425624869576,0.7487256370796411,2.0265668588633616,0.042706728718594204,2.160507496087193,2.1391160696763812e-14,17.397666022769997
2,0.5627168602080612,0.13466734499955188,4.178569498120972,2.933483593978281e-05,17.46044305062695,0.3411890776837984,0.7842446427323241,0.2987688640089396,0.8266648564071829,3700,0.764969057887797,50,2001Q1-2019Q2,unemp,2.0964996638387645,1.0931875575517762,1.9177858816230342,0.055138166686578075,2.5960778800642625,1.1301998544651293e-11,17.397666022769997
3,0.6804315148746645,0.16803149494898087,4.049428442455165,5.134287354569633e-05,16.397870710564863,0.4040197056835909,0.9568433240657379,0.35108978477466196,1.0097732449746668,3650,0.7992375208285579,50,2001Q1-2019Q1,unemp,2.8272550347324987,1.4059540344143402,2.0109156953414993,0.044334362226153425,2.4524509894859676,2.197951782242802e-06,17.397666022769997
4,0.7563735567535064,0.2010315996302589,3.762461016798567,0.00016824953997552283,14.156112902928907,0.4256765753617305,1.0870705381452823,0.36235162147819894,1.150395492028814,3600,0.8238039757477874,50,2001Q1-2018Q4,unemp,3.7621500726386383,1.6943693840111915,2.2203836472376848,0.026392736142106864,2.4002880749695423,0.00010606488095181168,17.397666022769997
5,0.8345231513661914,0.23656565962958367,3.5276597316486855,0.00041925072087859393,12.444383182295676,0.4453726412755263,1.2236736614568564,0.37085445849220744,1.2981918442401756,3550,0.841701229785936,50,2001Q1-2018Q3,unemp,4.618774110791903,1.935473924913309,2.386378887020542,0.017015210838194766,3.417668779718536,7.285314731353899e-08,17.397666022769997
6,0.925446158934735,0.2742842278735579,3.374040739088198,0.0007407340434753933,11.384150909026834,0.47424860408273234,1.3766437137867378,0.3878490723025616,1.4630432455669087,3500,0.8554869426024055,50,2001Q1-2018Q2,unemp,5.245441279187974,2.1215614499434845,2.4724437179642873,0.013419284188289294,4.056012118393323,9.024179483221866e-08,17.397666022769997
7,1.037488443593422,0.30871982645175805,3.360614883461476,0.0007776918040075466,11.29373239494279,0.52964432908028,1.545332558106564,0.4323975837479762,1.6425793034388678,3450,0.8676715979259434,50,2001Q1-2018Q1,unemp,5.713906507968175,2.233916426999004,2.5577977935567247,0.010533732362481995,4.330639858689732,4.3524021874405843e-07,17.397666022769997
8,1.1630744817683845,0.34411362408473933,3.37991407594479,0.0007250849403578609,11.423819160769723,0.5970075701489884,1.7291413933877806,0.4886117785622955,1.8375371849744737,3400,0.8783108542919714,50,2001Q1-2017Q4,unemp,5.83671684072956,2.2792254532330594,2.5608334763242633,0.01044213942549258,4.543080191249903,1.6423891436841056e-06,17.397666022769997
9,1.2960572663077912,0.3781069487555281,3.427753101532605,0.0006085986889756563,11.749491325066394,0.6740713356049475,1.9180431970106349,0.5549676467469561,2.037146885868626,3350,0.8869906777655389,50,2001Q1-2017Q3,unemp,5.447130743518732,2.327295684966611,2.340540902776125,0.01925582904467233,4.662238497986501,3.342207103608069e-06,17.397666022769997
10,1.4103346720611987,0.41091293987440974,3.432198247376316,0.0005987097297561221,11.779984809293055,0.7343828859677946,2.0862864581546026,0.6049453099073556,2.2157240342150417,3300,0.8942850939019215,50,2001Q1-2017Q2,unemp,4.700450668098811,2.3973327767415884,1.9607001221113651,0.04991401482903882,5.036838660879615,5.643014217295339e-06,17.397666022769997
11,1.4678785351671892,0.44265834313848434,3.316053019039037,0.0009129850617673219,10.996207625077913,0.7397055607043824,2.196051509629996,0.6002681826157599,2.3354888877186184,3250,0.9006925913004034,50,2001Q1-2017Q1,unemp,3.8140560577284335,2.471463748912236,1.5432377106106094,0.12277311066748041,5.342590726994788,6.330653802260136e-06,17.397666022769997
12,1.535956543955425,0.47027714883701177,3.2660667177935867,0.0010905255269739137,10.667191805078973,0.7623506341185406,2.309562453792309,0.614213332234882,2.4576997556759683,3200,0.9069599454965203,50,2001Q1-2016Q4,unemp,2.820882139093509,2.529214706924427,1.1153193642953922,0.2647135901862817,5.562125244808864,5.11631434100886e-06,17.397666022769997
13,1.5882781842075886,0.4949295883855744,3.209099276906117,0.0013315150816005867,10.298318169039362,0.7741190113133188,2.4024373571018582,0.618216190971863,2.5583401774433145,3150,0.9130664236521325,50,2001Q1-2016Q3,unemp,1.9824202237683044,2.503799365447147,0.7917648079658607,0.42849782580862905,5.69641945996874,4.683335764835211e-06,17.397666022769997
14,1.6251968202542009,0.5108241996474804,3.1815188500774805,0.0014650498860264561,10.122062193398333,0.7848910118340958,2.4655026286743063,0.6239813889451394,2.6264122515632624,3100,0.9189804505300807,50,2001Q1-2016Q2,unemp,1.2468073522031347,2.3624022645963456,0.5277709774021792,0.5976583031275335,6.0169740925101305,4.165049185955308e-06,17.397666022769997
15,1.6665986053764348,0.5224361447334265,3.1900522622277947,0.0014224706728631483,10.17643343574467,0.807191147289948,2.526006063462922,0.6426237616989187,2.6905734490539506,3050,0.9247237991599147,50,2001Q1-2016Q1,unemp,0.3657163216337374,2.1806056782244156,0.16771318413310118,0.866808923670316,6.236639160567534,2.633258311189006e-06,17.397666022769997
