h,beta,se,tstat,pval,partial_f,ci90_lo,ci90_hi,ci95_lo,ci95_hi,nobs,r2,n_clusters,qt_range,outcome,instr_sd
0,0.12096356242566221,0.021640468889706017,5.5896923048281275,2.2747232532247194e-08,31.244660062654784,0.0853649911020958,0.1565621337492286,0.07854824340183841,0.163378881449486,4550,0.634706823586341,50,1997Q2-2019Q4,unemp,14.756292424533225
1,0.22898175632348478,0.039416630107094223,5.809267705061182,6.27466884046595e-09,33.74759126906681,0.1641413997973148,0.29382211284965476,0.1517251613135801,0.30623835133338945,4500,0.6980327976293748,50,1997Q2-2019Q3,unemp,14.756292424533225
2,0.3187716672204614,0.05781354561960699,5.513788573319271,3.511904550921265e-08,30.401864431266162,0.2236683846762079,0.4138749497647149,0.2054571178060317,0.4320862166348911,4450,0.7458169722455326,50,1997Q2-2019Q2,unemp,14.756292424533225
3,0.40503763378234825,0.07702705843548893,5.258381171618699,1.4532904547955548e-07,27.650572546034038,0.2783281226559689,0.5317471449087275,0.25406459924878994,0.5560106683159065,4400,0.7814492088565438,50,1997Q2-2019Q1,unemp,14.756292424533225
4,0.4935907413752574,0.09801524493331999,5.035856837485316,4.757160171344438e-07,25.359854087647605,0.332355663459946,0.6548258192905688,0.3014808613059502,0.6857006214445646,4350,0.8079120891856773,50,1997Q2-2018Q4,unemp,14.756292424533225
5,0.5747768039933939,0.11954482009187825,4.808044410051722,1.5241391170245433e-06,23.117291049029614,0.3781255749422543,0.7714280330445337,0.3404689566133126,0.8090846513734753,4300,0.8272060126521019,50,1997Q2-2018Q3,unemp,14.756292424533225
6,0.639510541092267,0.143204658903111,4.465710445390923,7.980348320095033e-06,19.942569782073594,0.40393887719664945,0.8750822049878845,0.3588294096421695,0.9201916725423646,4250,0.8417546566202548,50,1997Q2-2018Q2,unemp,14.756292424533225
7,0.7035246057189458,0.1651747899693638,4.2592734996026556,2.0509240179521745e-05,18.141410744417453,0.4318120762193423,0.9752371352185492,0.3797820173789927,1.0272671940588987,4200,0.8542309895070066,50,1997Q2-2018Q1,unemp,14.756292424533225
8,0.7611365778726056,0.18403269662415345,4.1358768948925455,3.536017281486382e-05,17.105477689706003,0.4584027919258732,1.063870363819338,0.4004324924892648,1.1218406632559463,4150,0.8652213776664573,50,1997Q2-2017Q4,unemp,14.756292424533225
9,0.8092869297375309,0.20316392270975653,3.9834185072991137,6.793097274537186e-05,15.8676230042931,0.4750822768799814,1.1434915825950804,0.4110856412264081,1.2074882182486537,4100,0.8746858679815674,50,1997Q2-2017Q3,unemp,14.756292424533225
10,0.8394319152782186,0.22549070580299155,3.7226896438544115,0.00019711175435670352,13.858418184460884,0.4684997042322975,1.2103641263241396,0.3974701319043551,1.281393698652082,4050,0.8826577612108236,50,1997Q2-2017Q2,unemp,14.756292424533225
11,0.8575014703075605,0.24834075271932093,3.452922892912077,0.0005545474922363296,11.922676504396309,0.44898093208427753,1.2660220085308436,0.37075359497769145,1.3442493456374294,4000,0.8894541702044626,50,1997Q2-2017Q1,unemp,14.756292424533225
12,0.8785113953361252,0.27164796936940133,3.234006855915344,0.0012206652531242211,10.458800344107448,0.43165048572346,1.3253723049487904,0.3460813753720986,1.4109414153001518,3950,0.8955471539852553,50,1997Q2-2016Q4,unemp,14.756292424533225
13,0.9092717654949848,0.29453822810825775,3.087109511505519,0.0020211312234442082,9.530245136027846,0.42475638025690077,1.3937871507330688,0.3319768384027996,1.4865666925871701,3900,0.9013836687675607,50,1997Q2-2016Q3,unemp,14.756292424533225
14,0.9505462136437197,0.3125889852008902,3.0408819844782324,0.002358862684034815,9.246963243524274,0.4363373329882554,1.464755094299184,0.33787180264997496,1.5632206246374643,3850,0.9071131953875852,50,1997Q2-2016Q2,unemp,14.756292424533225
15,1.0027924188275472,0.3256978579861074,3.078903941917608,0.002077636594115737,9.479649483555784,0.46701944244040056,1.538565395214694,0.36442461717477675,1.6411602204803177,3800,0.9126139001421214,50,1997Q2-2016Q1,unemp,14.756292424533225
16,1.0458890510875976,0.33303565077805597,3.1404717442235834,0.0016867597796466367,9.862562776266717,0.49804540555769555,1.5937326966174996,0.39313917556260786,1.6986389266125874,3750,0.9176483276798395,50,1997Q2-2015Q4,unemp,14.756292424533225
17,1.0741917081642034,0.3327806438514876,3.2279272488083492,0.0012469068151256897,10.419514323599438,0.5267675490285063,1.6216158672999004,0.4219416462152877,1.726441770113119,3700,0.9221085064793458,50,1997Q2-2015Q3,unemp,14.756292424533225
18,1.0759003809216257,0.32899925306121286,3.27022134825773,0.001074633593286984,10.694347666600606,0.5346966096359305,1.6171041522073206,0.43106184492164834,1.7207389169216027,3650,0.9259679697888852,50,1997Q2-2015Q2,unemp,14.756292424533225
19,1.0607279658003055,0.3301643628260525,3.2127270088175788,0.0013148119694033112,10.321614833185947,0.5176075889514491,1.6038483426491617,0.4136058146612426,1.707850116939368,3600,0.9292810586064923,50,1997Q2-2015Q1,unemp,14.756292424533225
20,1.0446517354922014,0.33336560416106087,3.1336518298615252,0.001726455748691629,9.819773790794486,0.49626531664725626,1.5930381543371464,0.391255151336522,1.6980483196478806,3550,0.9321081318850245,50,1997Q2-2014Q4,unemp,14.756292424533225
